UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGIN,STATE,WGT_ALL,REF_NLA12_NUTR,RT_NLA12,RT_NLA12_BENT,RT_NLA12_ZOOP,CHLX_RESULT,CHLX_UNITS,INDEX_SITE_DEPTH,INDEX_LAT_DD,INDEX_LON_DD,COLOR_RESULT,COLOR_UNITS,CHLORIDE_RESULT,CHLORIDE_UNITS,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,BENT_COND,MMI_BENT_NLA12,ZOOP_COND,MMI_ZOOP_NLA6,AMITOTAL,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,VERTDD,MICX_RESULT,MICX_UNITS,ATRAZINE_RESULT,ATRAZINE_UNITS,TOTALHG_RESULT,TOTALHG_UNITS,METHYLMERCURY_RESULT,METHYLMERCURY_UNITS
6300,NLA12_AL-101,1,N,EHIGH,SAP,1301.87197,166759236,57.03,Region_4,MAN_MADE,AL,20.28888476,,T,T,T,18,ug/L,13.1,33.2691,-87.42056,9,APHA Pt-Co,9.87,mg/L,0.505,mg/L,30,ug/L,Poor,35.9,Fair,66.55,NA,NA,NA,NA,NA,NA,NA,0.09665,ppb,0,ppb,NA,NA,NA,NA
7374,NLA12_AL-101,2,Y,EHIGH,SAP,1301.87197,166759236,57.03,Region_4,MAN_MADE,AL,20.28888476,,T,T,T,17.52,ug/L,13.7,33.268766,-87.421347,20,APHA Pt-Co,15.72,mg/L,0.376,mg/L,25,ug/L,Poor,25,Fair,60.65,0.155,0,1.587263897,2.003502875,0.183333333,1.34102331,0,0.12507,ppb,0,ppb,111.7,ng/g,0.86,ng/g
7228,NLA12_AL-102,1,Y,EHIGH,SAP,72.95042027,18587568,247.04,Region_4,MAN_MADE,AL,46.61790206,,S,S,S,10,ug/L,17.3,34.22557,-86.83922,7,APHA Pt-Co,2.875,mg/L,0.389,mg/L,12,ug/L,Fair,45.9,Fair,68.73,0.225,0,0.897133161,0.86068324,0.627586207,0.789708776,0,0.13382,ppb,0,ppb,134.43,ng/g,0.82,ng/g
7292,NLA12_AL-103,1,Y,EHIGH,SAP,10363.25848,166759059,141.76,Region_4,MAN_MADE,AL,51.33189892,,S,S,S,32,ug/L,6.5,33.54535,-86.19018,19,APHA Pt-Co,7.226,mg/L,0.449,mg/L,56,ug/L,NA,NA,Poor,50.82,NA,NA,NA,NA,NA,NA,NA,0.10968,ppb,0.07,ppb,103.45,ng/g,0.43,ng/g
7368,NLA12_AL-104,1,Y,PLNLOW,CPL,4731.474336,21677972,22.28,Region_4,MAN_MADE,AL,101.4910459,,S,S,S,8.945454545,ug/L,19.8,32.53195,-87.85232,14,APHA Pt-Co,32.048,mg/L,0.344,mg/L,37,ug/L,Fair,41.6,Poor,33,0.03,0,0.404546521,0.498335061,0.714814815,0.604890983,0,0.07536,ppb,0.13,ppb,NA,NA,NA,NA
6267,NLA12_AL-105,1,N,PLNLOW,CPL,32.56146308,21639448,50.83,Region_4,MAN_MADE,AL,83.37696313,,S,S,S,144.8,ug/L,4.6,31.6207,-88.35047,21,APHA Pt-Co,3.09,mg/L,1.85,mg/L,106,ug/L,Poor,39.9,Fair,48.57,NA,NA,NA,NA,NA,NA,NA,0.25983,ppb,0,ppb,NA,NA,NA,NA
7394,NLA12_AL-105,2,Y,PLNLOW,CPL,32.56146308,21639448,50.83,Region_4,MAN_MADE,AL,83.37696313,,S,S,S,35.76,ug/L,5,31.6206,-88.34999,15,APHA Pt-Co,3.088,mg/L,1.078,mg/L,58,ug/L,Poor,25,Poor,45.22,0.05,0,0.309976736,0.419042408,0.511904762,0.51985186,0,0.19399,ppb,0,ppb,115.58,ng/g,0.57,ng/g
7375,NLA12_AL-112,1,Y,PLNLOW,CPL,5.55544262,18628452,78.07,Region_4,MAN_MADE,AL,546.5717263,R,R,R,R,9.386666667,ug/L,3.8,33.36433,-88.16674,21,APHA Pt-Co,1.949,mg/L,0.379,mg/L,33,ug/L,Good,68.8,Fair,54.92,0.1,0,0.468809148,0.672166933,0.42972973,0.887992033,0,0,ppb,0,ppb,93.09,ng/g,0.45,ng/g
7769,NLA12_AL-113,1,Y,PLNLOW,CPL,29.40501835,18522817,13.99,Region_4,MAN_MADE,AL,83.37696313,,S,S,S,1.27,ug/L,2.5,30.97354,-88.05455,30,APHA Pt-Co,3.191,mg/L,0.248,mg/L,27,ug/L,Good,76,Good,68.5,0.415,0,0.549774681,0.607318014,0.265384615,0.687448941,0,0.05739,ppb,0.07,ppb,61.32,ng/g,0.61,ng/g
7459,NLA12_AL-114,1,Y,EHIGH,SAP,18.10471487,22200659,171.04,Region_4,MAN_MADE,AL,150.3432224,,S,S,S,17.5,ug/L,3.5,33.88175,-85.93198,10,APHA Pt-Co,2.08,mg/L,0.51,mg/L,62,ug/L,Fair,41.1,Poor,58.05,0.2575,0,0.541583149,0.429130832,0.632608696,0.223205488,0,0.08847,ppb,0,ppb,58.68,ng/g,0.81,ng/g
7392,NLA12_AR-101,1,Y,PLNLOW,CPL,105.7849996,22845861,74.14,Region_6,MAN_MADE,AR,140.6756261,,S,S,S,52.4,ug/L,1.9,34.53654,-92.27022,37,APHA Pt-Co,1.447,mg/L,0.92,mg/L,88,ug/L,Poor,22.4,Good,62.12,0.205,0,0.89796835,0.969658129,0.327419355,1.003337449,0,0.01993,ppb,0,ppb,222.22,ng/g,1,ng/g
8021,NLA12_AR-101,2,N,PLNLOW,CPL,105.7849996,22845861,74.14,Region_6,MAN_MADE,AR,140.6756261,,S,S,S,26.76,ug/L,2.1,34.53511,-92.26932,41,APHA Pt-Co,1.467,mg/L,0.791,mg/L,80,ug/L,Poor,28.2,Fair,56.82,0.15,0,0.71538247,0.863410762,0.356097561,1.001562677,0,0.08067,ppb,0,ppb,NA,NA,NA,NA
8144,NLA12_AR-102,1,Y,PLNLOW,CPL,95.89252695,9272602,69.01,Region_6,MAN_MADE,AR,170.3424876,,S,S,S,74,ug/L,1.3,35.58361,-90.96293,18,APHA Pt-Co,5.343,mg/L,1.536,mg/L,151,ug/L,Poor,29.6,Poor,39.88,0,1.277777778,0.462654048,0.499474391,0.786946036,0.517833196,0.3,1.00566,ppb,0,ppb,96.89,ng/g,0.46,ng/g
8217,NLA12_AR-103,1,Y,EHIGH,SAP,2428.921192,167794922,118.4,Region_6,MAN_MADE,AR,20.64042006,,T,T,T,4.944,ug/L,13.4,34.4348,-93.09425,5,APHA Pt-Co,1.835,mg/L,0.311,mg/L,15,ug/L,Fair,47.6,Fair,61.7,0.2375,0,0.911777821,1.955244745,0.851960784,1.785432989,0,0.238,ppb,0,ppb,55.79,ng/g,0.28,ng/g
7812,NLA12_AR-104,1,Y,EHIGH,SAP,44.682124,7764393,203.73,Region_6,MAN_MADE,AR,174.9925497,R,R,B,R,6.624,ug/L,9.1,35.56169,-93.63668,16,APHA Pt-Co,1.4,mg/L,0.175,mg/L,30,ug/L,Poor,35.4,Good,73.98,0.045,0,0.84872567,0.981604328,0.286842105,0.861089008,0,0.04275,ppb,0,ppb,59.43,ng/g,1.2,ng/g
7409,NLA12_AR-105,1,Y,PLNLOW,CPL,7.29500254,15219066,55.37,Region_6,MAN_MADE,AR,549.2845394,R,R,R,R,6.496,ug/L,2.3,33.0754,-92.66022,32,APHA Pt-Co,10.853,mg/L,0.476,mg/L,34,ug/L,Fair,42.9,Good,61.37,0,0,0.236501464,0.658222305,0.472222222,1.140123178,0,0,ppb,0.06,ppb,191.18,ng/g,1.1,ng/g
8022,NLA12_AR-105,2,N,PLNLOW,CPL,7.29500254,15219066,55.37,Region_6,MAN_MADE,AR,549.2845394,,R,R,R,12.42666667,ug/L,2.6,33.07517,-92.66055,35,APHA Pt-Co,11.173,mg/L,0.599,mg/L,39,ug/L,Poor,32.6,Good,59.98,0.055,0,0.344743065,0.818070601,0.32972973,1.352431768,0,0.0929,ppb,0,ppb,NA,NA,NA,NA
8121,NLA12_AR-106,1,Y,EHIGH,SAP,222.5927542,7548451,82.69,Region_6,MAN_MADE,AR,154.1650994,,S,S,S,59.2,ug/L,5.4,36.07315,-91.14627,20,APHA Pt-Co,3.588,mg/L,1.385,mg/L,107,ug/L,Poor,25,Fair,63.78,0.17,0,0.698805649,1.649112045,0.422727273,1.483577491,0,0.07863,ppb,0,ppb,57.06,ng/g,0.52,ng/g
7811,NLA12_AR-109,1,Y,PLNLOW,CPL,4.149225261,3748090,107.3,Region_6,MAN_MADE,AR,549.2845394,,S,S,S,10.32,ug/L,7.8,33.81787,-94.06009,20,APHA Pt-Co,7.534,mg/L,0.656,mg/L,39,ug/L,Good,60.3,Good,58.42,0.02,0,1.029472097,0.895578946,0.926470588,0.708652578,0,0.05948,ppb,0,ppb,62.5,ng/g,0.67,ng/g
8145,NLA12_AR-111,1,Y,PLNLOW,CPL,2.061803018,22845785,120,Region_6,MAN_MADE,AR,2762,,T,T,T,23.89333333,ug/L,1.2,34.60031,-92.50045,38,APHA Pt-Co,2.438,mg/L,0.744,mg/L,121,ug/L,Poor,39.8,Poor,28.98,0.13,0,0.553688091,0.798414021,0.857142857,1.163603037,0,0.09345,ppb,0,ppb,132.89,ng/g,0.43,ng/g
6187,NLA12_AZ-101,1,Y,WMTNS,XER,373.4884097,20476542,459,Region_9,MAN_MADE,AZ,7.156067619,,S,S,S,3.228,ug/L,23.3,33.56291,-111.51788,3,APHA Pt-Co,244.99,mg/L,0.321,mg/L,40,ug/L,Poor,42.6,Fair,55.07,0.116666667,1.84,1.442056161,0.831408179,0,0.595865259,1,0.06208,ppb,0,ppb,76.19,ng/g,0.35,ng/g
6612,NLA12_AZ-101,2,N,WMTNS,XER,373.4884097,20476542,459,Region_9,MAN_MADE,AZ,7.156067619,,S,S,S,6.773333333,ug/L,24.4,33.56372,-111.5173,13,APHA Pt-Co,257.156,mg/L,0.355,mg/L,51,ug/L,Poor,22.5,Poor,43.43,0.4125,2.08,0.955391165,0.564442658,0.061275227,0.413557408,1.3,0.07591,ppb,0,ppb,NA,NA,NA,NA
8648,NLA12_AZ-102,1,Y,WMTNS,WMT,119.179815,20451100,1567,Region_9,MAN_MADE,AZ,7.156067619,,T,T,T,32.3,ug/L,1.6,34.60509,-112.43686,38,APHA Pt-Co,72.971,mg/L,2.045,mg/L,631,ug/L,Poor,24.4,Poor,44.65,0.816666667,166.55,1.488004133,1.159547824,0.299017419,1.045960788,3,0.21695,ppb,0,ppb,50.18,ng/g,0.49,ng/g
7821,NLA12_AZ-103,1,Y,WMTNS,WMT,81.45252873,20524727,2168,Region_9,MAN_MADE,AZ,6.498899383,,T,T,T,15.34,ug/L,3.6,35.02087,-111.40371,20,APHA Pt-Co,2.518,mg/L,1.055,mg/L,259,ug/L,Poor,29,Fair,55.87,0.07,13.75,2.034040357,0.738015631,0.341991786,0.466701685,2.3,0.11561,ppb,0,ppb,77.83,ng/g,0.98,ng/g
8218,NLA12_AZ-106,1,Y,WMTNS,XER,55.00641968,10001770,69.11,Region_9,MAN_MADE,AZ,6.028067123,,S,S,S,5.244,ug/L,4.8,33.3894,-114.71475,6,APHA Pt-Co,120.536,mg/L,0.571,mg/L,37,ug/L,Poor,35.9,Poor,48.67,0.665,0,0.416855762,0.307630023,0.296969697,0.265931915,0,0.07911,ppb,0,ppb,23.22,ng/g,0.08,ng/g
7475,NLA12_AZ-107,1,Y,WMTNS,XER,529.2331386,20584396,1822,Region_9,MAN_MADE,AZ,11.19040339,,T,T,T,10.42,ug/L,3.6,34.36151,-109.36523,12,APHA Pt-Co,13.932,mg/L,0.628,mg/L,234,ug/L,Poor,34.8,Poor,51.1,NA,36.55,0.725682685,0.361208355,0.366666667,0.179384716,3.49,0.066,ppb,0,ppb,30.32,ng/g,0.16,ng/g
6192,NLA12_AZ-118,1,Y,WMTNS,XER,8.007210087,20479908,365.97,Region_9,MAN_MADE,AZ,8.518404325,,S,S,S,1.3,ug/L,2.4,33.382668,-111.88047,9,APHA Pt-Co,228.994,mg/L,0.483,mg/L,38,ug/L,Poor,38.7,Poor,48.68,0,0,0.749452082,0.743931508,0.686363636,0.737974723,0,0.07181,ppb,0,ppb,53.05,ng/g,0.27,ng/g
8219,NLA12_AZ-123,1,Y,WMTNS,XER,18.87422654,10001834,57.69,Region_9,NATURAL,AZ,4.379421579,,T,T,T,253.8,ug/L,1.8,33.02562,-114.50731,275,APHA Pt-Co,381.616,mg/L,4.094,mg/L,392,ug/L,Not Assessed,NA,Fair,62.42,0,0,0.317998217,0.267563086,0,0.24643052,0,0.24073,ppb,0.11,ppb,73.62,ng/g,0.35,ng/g
6281,NLA12_AZ-127,1,Y,WMTNS,WMT,24.76589448,20695686,2072.07,Region_9,MAN_MADE,AZ,3.72925535,,T,T,T,13.056,ug/L,4.3,35.28465,-112.15996,10,APHA Pt-Co,9.198,mg/L,0.554,mg/L,147,ug/L,Poor,42.5,Fair,57.53,0,9.9,0.094031222,0.24817665,0.181449631,0.283586956,2.5,0.12046,ppb,0,ppb,73.28,ng/g,1.2,ng/g
6195,NLA12_AZ-130,1,Y,WMTNS,XER,622.6993198,20438850,533.25,Region_9,MAN_MADE,AZ,4.533989399,,S,S,S,8.586666667,ug/L,12.7,33.84633,-111.61886,20,APHA Pt-Co,24.598,mg/L,0.278,mg/L,57,ug/L,Poor,38.8,Poor,51.48,0,67.125,0.310713815,0.186555266,0.17962963,0.138455288,16.89,0.09192,ppb,0,ppb,48.26,ng/g,0.33,ng/g
8198,NLA12_AZ-130,2,N,WMTNS,XER,622.6993198,20438850,533.25,Region_9,MAN_MADE,AZ,4.533989399,,S,S,T,5.8,ug/L,21.2,33.84509,-111.618,5,APHA Pt-Co,29.281,mg/L,0.319,mg/L,67,ug/L,Not Assessed,NA,Poor,51.98,0,79.9,1.237927746,0.573975008,0.137155963,0.316824202,18,0.08695,ppb,0,ppb,NA,NA,NA,NA
7290,NLA12_AZ-140,1,Y,WMTNS,XER,5.897283111,21327603,1006.44,Region_9,MAN_MADE,AZ,8.518404325,R,R,R,R,6.453333333,ug/L,4.1,32.80637,-109.86243,10,APHA Pt-Co,3.837,mg/L,0.571,mg/L,38,ug/L,Good,56.3,Fair,58.87,0.075,0,1.419989725,1.229037991,0.588732394,1.146542325,0,0,ppb,0,ppb,33.57,ng/g,1.5,ng/g
8320,NLA12_AZ-143,1,Y,WMTNS,WMT,16.72327332,20449310,1997.64,Region_9,MAN_MADE,AZ,4.379421579,,S,S,S,13.51111111,ug/L,4,35.11739,-112.01333,15,APHA Pt-Co,1.013,mg/L,1.201,mg/L,75,ug/L,Poor,30.9,Good,68.78,0.55,16.3,0.813647912,0.644830981,0.323869347,0.597720479,2.5,0.07075,ppb,0,ppb,59.63,ng/g,2.2,ng/g
8016,NLA12_AZ-145,1,Y,WMTNS,WMT,48.4485317,21351551,2403.42,Region_9,MAN_MADE,AZ,3.72925535,,T,T,T,39.2,ug/L,3,33.829909,-109.08833,28,APHA Pt-Co,17.215,mg/L,1.775,mg/L,244,ug/L,Poor,28.7,Poor,54.3,0.605,10.34,0.580285777,0.204097993,0.338999304,0.123121296,0.96,0.57327,ppb,0,ppb,66.07,ng/g,1.2,ng/g
8251,NLA12_AZ-157,1,Y,WMTNS,WMT,17.28230542,20584554,2519.09,Region_9,MAN_MADE,AZ,4.379421579,,T,T,T,241.2,ug/L,1.6,34.03146,-109.44283,28,APHA Pt-Co,2.266,mg/L,3.888,mg/L,882,ug/L,Poor,37.8,Good,69.67,0,67.5,0.363733638,0.181859058,0.807142857,0.137266957,5.15,0.06884,ppb,0,ppb,NA,NA,NA,NA
7020,NLA12_CA-101,1,Y,WMTNS,XER,335.3416647,5329251,51.12,Region_9,MAN_MADE,CA,19.19379315,,S,S,S,14,ug/L,12,38.085837,-122.750046,25,APHA Pt-Co,17.1,mg/L,0.488,mg/L,25.3,ug/L,Fair,43.5,Fair,56.13,0.095,0,0.727786241,0.325328219,0.658256881,0.194283919,0,0.74297,ppb,0,ppb,169.7,ng/g,0.32,ng/g
8759,NLA12_CA-101,2,N,WMTNS,XER,335.3416647,5329251,51.12,Region_9,MAN_MADE,CA,19.19379315,,S,S,S,14,ug/L,9.2,38.08568,-122.74985,20,APHA Pt-Co,12.7,mg/L,0.459,mg/L,36,ug/L,Poor,40.2,Fair,61.12,0,5.9,0.821010889,0.340587454,0.336379613,0.183622844,2.5,0.2298,ppb,0,ppb,NA,NA,NA,NA
8264,NLA12_CA-102,1,Y,WMTNS,WMT,731.021414,20342929,818.28,Region_9,MAN_MADE,CA,19.19379315,,T,T,T,99,ug/L,2.2,33.23503,-116.75212,55,APHA Pt-Co,49.5,mg/L,1.39,mg/L,23.9,ug/L,Not Assessed,NA,Poor,41.6,0,136.1111111,0.137579548,0.196793558,0.255882353,0.180066303,3.4,0.12244,ppb,0,ppb,14.29,ng/g,0.1,ng/g
7916,NLA12_CA-103,1,Y,WMTNS,WMT,574.7253533,14991593,1592.46,Region_9,MAN_MADE,CA,158.1456211,,S,S,S,0.2,ug/L,19.8,39.11826,-120.4273,5,APHA Pt-Co,0.34,mg/L,0.322,mg/L,4.1,ug/L,Not Assessed,NA,Good,68,0,61.4,2.740230069,0.560881002,0.341376912,0.158653733,15,0.08536,ppb,0,ppb,58.67,ng/g,1.3,ng/g
8483,NLA12_CA-104,1,Y,WMTNS,WMT,118.8169149,20287024,2323.16,Region_9,NATURAL,CA,94.29961191,,S,S,S,2.2,ug/L,29.9,37.78624,-119.07748,5,APHA Pt-Co,5.69,mg/L,0.435,mg/L,4.9,ug/L,Not Assessed,NA,Fair,63.15,0.1075,6.4,0.85427435,0.630660795,0.600671976,0.568823361,1,0.06983,ppb,0,ppb,57.61,ng/g,0.88,ng/g
7126,NLA12_CA-105,1,Y,WMTNS,XER,21.36925395,15033533,3.21,Region_9,MAN_MADE,CA,231.9268344,,T,T,T,12,ug/L,4.3,38.50923,-121.536814,35,APHA Pt-Co,34.6,mg/L,0.551,mg/L,688,ug/L,Not Assessed,NA,Poor,52.32,0,0,0.025344677,0.771350002,0.912280702,1.026598947,0,0.0819,ppb,0,ppb,46.98,ng/g,0.66,ng/g
6250,NLA12_CA-106,1,Y,WMTNS,XER,62.78533719,22597891,-53.27,Region_9,MAN_MADE,CA,231.9268344,,T,T,T,176,ug/L,2.7,33.079441,-115.512617,35,APHA Pt-Co,303,mg/L,3.83,mg/L,591,ug/L,Not Assessed,NA,Poor,36.62,0,0,0.735817559,0.372477191,0.491666667,0.242243714,0,2.6831,ppb,0,ppb,24.67,ng/g,0.08,ng/g
8466,NLA12_CA-107,1,Y,WMTNS,WMT,70.01844691,120051897,2227.25,Region_9,MAN_MADE,CA,92.32876681,,S,S,S,3.8,ug/L,8.3,38.47402,-120.00164,5,APHA Pt-Co,0.35,mg/L,0.149,mg/L,10.2,ug/L,Good,60.2,Good,68.95,0.01,5.722222222,1.864781241,1.332318119,0.470466786,1.246460725,2,0.07249,ppb,0,ppb,84.16,ng/g,0.6,ng/g
7796,NLA12_CA-108,1,Y,WMTNS,XER,69.77191048,17114573,300.34,Region_9,MAN_MADE,CA,85.63973104,R,R,R,R,9,ug/L,14,37.1301,-119.52294,5,APHA Pt-Co,1.51,mg/L,0.156,mg/L,4.8,ug/L,Fair,43.4,Good,64.65,0.075,0,1.620148749,1.151462433,0.537234043,0.998170319,0,0,ppb,0,ppb,25.55,ng/g,0.47,ng/g
7341,NLA12_CA-111,1,Y,WMTNS,XER,146.5493939,15012301,488.8,Region_9,MAN_MADE,CA,20.86922853,,S,S,S,3.2,ug/L,5.1,39.01342,-121.045176,10,APHA Pt-Co,3.68,mg/L,0.0643,mg/L,7.2,ug/L,Poor,37.4,Fair,56.67,0.485,2.85,0.402769896,0.941443818,0.669258259,1.161537853,0.5,0,ppb,0,ppb,540.54,ng/g,1.4,ng/g
7937,NLA12_CA-111,2,N,WMTNS,XER,146.5493939,15012301,488.8,Region_9,MAN_MADE,CA,20.86922853,,S,S,S,1.5,ug/L,5.4,39.01336,-121.04615,5,APHA Pt-Co,2.87,mg/L,0.0839,mg/L,4.1,ug/L,Fair,44,Fair,58.03,0.385,2.11,0.561404067,0.95600833,0.737573078,1.123993688,1,0,ppb,0,ppb,NA,NA,NA,NA
7424,NLA12_CA-112,1,Y,WMTNS,XER,21.60541441,8060117,425.25,Region_9,MAN_MADE,CA,13.63456264,R,R,R,R,3.4,ug/L,6.3,39.37361,-121.2792,5,APHA Pt-Co,2.77,mg/L,0.167,mg/L,7.5,ug/L,Good,59.5,Fair,61.37,1.085,5.85,0.986935954,1.113815419,0.342046432,1.188061324,1.5,0.06461,ppb,0,ppb,27.92,ng/g,0.39,ng/g
6559,NLA12_CA-116,1,Y,WMTNS,WMT,19.58614266,7964717,1658,Region_9,NATURAL,CA,17.23202013,R,S,S,S,1.4,ug/L,34.5,41.226802,-122.3845,25,APHA Pt-Co,0.12,mg/L,0.0626,mg/L,62.6,ug/L,Good,66.5,Good,66.43,0.09,0,1.260393058,1.090695041,0.265384615,1.044834757,0,0.08699,ppb,0,ppb,176.47,ng/g,0.76,ng/g
7740,NLA12_CA-119,1,Y,WMTNS,XER,4470.73541,120051899,332.34,Region_9,MAN_MADE,CA,20.86922853,R,S,S,S,8,ug/L,33,37.98856,-120.538934,5,APHA Pt-Co,0.69,mg/L,0.114,mg/L,4.1,ug/L,Fair,44.5,Fair,63.8,0,17.6,2.155655666,0.792871252,0.347986577,0.32120454,22.6,0.04003,ppb,0,ppb,78.48,ng/g,0.36,ng/g
6659,NLA12_CA-121,1,Y,WMTNS,XER,1005.9283,14930103,199.55,Region_9,MAN_MADE,CA,20.86922853,,T,T,T,2.8,ug/L,14.3,36.07903,-118.912245,25,APHA Pt-Co,5.39,mg/L,0.334,mg/L,12.3,ug/L,Poor,39.6,Fair,60.87,0.1925,1,0.797197153,0.235597629,0.752681388,0.038688269,0.2,0.08717,ppb,0,ppb,49.12,ng/g,1.9,ng/g
7989,NLA12_CA-123,1,Y,WMTNS,WMT,10.42702163,8921715,2445.3,Region_9,MAN_MADE,CA,17.23202013,,S,S,S,2,ug/L,5.7,38.76404,-119.96591,5,APHA Pt-Co,0.33,mg/L,0.145,mg/L,9.7,ug/L,Fair,52.6,Fair,60.9,0.045,21.3125,1.553409657,0.546366145,0.247648376,0.23123907,2.2,0.01654,ppb,0,ppb,190.48,ng/g,3.6,ng/g
7563,NLA12_CA-128,1,Y,WMTNS,WMT,1.033384661,8297113,1811.55,Region_9,NATURAL,CA,89.29411765,,S,S,S,5,ug/L,3.5,39.726058,-122.84196,25,APHA Pt-Co,0.29,mg/L,0.34,mg/L,29.5,ug/L,Fair,45.2,Poor,48.77,0.97,0,1.163135683,1.015260901,0.406097561,0.941833908,0,0.11042,ppb,0,ppb,66.82,ng/g,0.84,ng/g
6596,NLA12_CA-132,1,Y,WMTNS,WMT,36.17217915,2797909,613.92,Region_9,MAN_MADE,CA,13.63456264,,S,S,S,4,ug/L,9.6,40.50817,-122.69374,5,APHA Pt-Co,0.89,mg/L,0.137,mg/L,11.6,ug/L,Good,57.8,Good,71.87,0.0625,0,1.370300529,1.036510156,0.314285714,0.949727054,0,0,ppb,0,ppb,37.15,ng/g,1.8,ng/g
7988,NLA12_CA-135,1,Y,WMTNS,WMT,245.7747884,14981180,2378.19,Region_9,MAN_MADE,CA,20.86922853,,S,S,S,3.8,ug/L,16,38.69995,-120.04468,5,APHA Pt-Co,0.25,mg/L,0.078,mg/L,5.6,ug/L,Good,57.8,Good,66.48,0.005,9.95,2.942154057,1.702336573,0.190402477,1.494126288,1.8,0,ppb,0,ppb,131.62,ng/g,1.4,ng/g
8424,NLA12_CA-138,1,Y,WMTNS,WMT,8.907100118,20291151,1976.21,Region_9,NATURAL,CA,32.21992063,R,R,R,R,2.6,ug/L,1.3,40.51425,-121.16537,5,APHA Pt-Co,0.25,mg/L,0.333,mg/L,10.5,ug/L,Good,56.2,Good,67.7,0.035,14.3,0.38121397,0.632407398,0,0.716976714,0.8,0.07499,ppb,0,ppb,131.43,ng/g,4.4,ng/g
8148,NLA12_CA-141,1,Y,WMTNS,XER,1.613422335,8005415,455.8,Region_9,MAN_MADE,CA,89.29411765,,S,S,S,21,ug/L,3.7,39.096142,-122.933119,40,APHA Pt-Co,1.1,mg/L,0.778,mg/L,33.7,ug/L,Fair,50,Fair,63.58,1.5025,1.75,2.012004193,0.913674278,0.508206352,0.539765634,0.3,0.07114,ppb,0,ppb,149.8,ng/g,1.2,ng/g
6160,NLA12_CA-143,1,Y,WMTNS,XER,2.481529197,2806117,13.06,Region_9,MAN_MADE,CA,89.29411765,,S,S,S,2.7,ug/L,8.3,37.564273,-121.995518,5,APHA Pt-Co,57.5,mg/L,0.339,mg/L,26.8,ug/L,Fair,45.8,Good,67.27,0.2275,6.64,0.348260809,0.139343858,0.594841854,0.070712323,2,0.07931,ppb,0,ppb,108.97,ng/g,0.82,ng/g
7529,NLA12_CA-145,1,Y,WMTNS,XER,4.667632946,17693779,55.78,Region_9,MAN_MADE,CA,32.21992063,,T,T,T,17,ug/L,3.5,37.246855,-121.872328,5,APHA Pt-Co,56,mg/L,0.428,mg/L,33.6,ug/L,Poor,42.4,Poor,50.53,0.5925,0,0.557818422,0.584865638,0.902912621,0.598263582,0,0.07313,ppb,0,ppb,NA,,14,ng/g
7229,NLA12_CA-154,1,Y,WMTNS,XER,37.07423963,120053477,1329.45,Region_9,MAN_MADE,CA,13.63456264,,S,S,S,3.3,ug/L,3,40.62884,-120.00044,60,APHA Pt-Co,4.37,mg/L,0.282,mg/L,166,ug/L,Poor,28.3,Good,65.08,0.11,29.55,0.271904339,0.135307572,0.708673469,0.083054424,2.5,0.09158,ppb,0,ppb,28.13,ng/g,0.21,ng/g
8265,NLA12_CA-156,1,Y,WMTNS,XER,76.83942876,120052909,846.17,Region_9,MAN_MADE,CA,20.86922853,,T,T,T,31,ug/L,2.7,34.49802,-117.26623,10,APHA Pt-Co,18.1,mg/L,0.443,mg/L,53,ug/L,Not Assessed,NA,Poor,49.12,0,0,0.53624889,0.310473228,0.910714286,0.21982598,0,0.05053,ppb,0,ppb,11.06,ng/g,0.08,ng/g
6642,NLA12_CA-157,1,Y,WMTNS,XER,168.429028,21611075,76.93,Region_9,MAN_MADE,CA,20.86922853,,T,T,T,3.4,ug/L,7.2,37.37636,-120.42938,5,APHA Pt-Co,2.7,mg/L,0.0698,mg/L,4.1,ug/L,Poor,42.7,Good,67.93,0.105,0,0.88231029,0.776440565,0.903198128,0.747061291,0,0.04944,ppb,0,ppb,72.65,ng/g,0.13,ng/g
7423,NLA12_CA-166,1,Y,WMTNS,WMT,12.60971255,8038643,1884.91,Region_9,NATURAL,CA,17.23202013,R,R,R,R,0.5,ug/L,6.7,39.761243,-120.712138,5,APHA Pt-Co,0.31,mg/L,0.162,mg/L,4.1,ug/L,Good,55.7,Good,66.1,0.09,0,0.980876713,0.926731669,0.2875,0.906904739,0,0.06725,ppb,0,ppb,NA,,8.9,ng/g
7263,NLA12_CA-167,1,Y,WMTNS,WMT,10.09473893,14991537,1797.3,Region_9,MAN_MADE,CA,17.23202013,R,R,R,R,1.3,ug/L,8.3,39.309831,-120.578355,15,APHA Pt-Co,0.3,mg/L,0.112,mg/L,4.1,ug/L,Good,78.5,Good,66.17,0.06,0,0.897734949,1.493211664,0.180555556,1.740624102,0,0,ppb,0,ppb,96.87,ng/g,1.2,ng/g
