UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_2015,AGGR_ECO9_2015,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGIN,STATE,WGT_ALL,REF_NLA12_NUTR,RT_NLA12,RT_NLA12_BENT,RT_NLA12_ZOOP,CHLX_RESULT,CHLX_UNITS,INDEX_SITE_DEPTH,INDEX_LAT_DD,INDEX_LON_DD,COLOR_RESULT,COLOR_UNITS,CHLORIDE_RESULT,CHLORIDE_UNITS,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,BENT_COND,MMI_BENT_NLA12,ZOOP_COND,MMI_ZOOP_NLA6,AMITOTAL,HORIZDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,VERTDD,MICX_RESULT,MICX_UNITS,ATRAZINE_RESULT,ATRAZINE_UNITS,TOTALHG_RESULT,TOTALHG_UNITS,METHYLMERCURY_RESULT,METHYLMERCURY_UNITS
8650,NLA12_IN-155,1,Y,PLNLOW,TPL,3.583425647,18469936,162.06,Region_5,MAN_MADE,IN,140.0869565,R,R,R,R,3.253333333,ug/L,9.4,39.05551,-87.14505,15,APHA Pt-Co,3.548,mg/L,0.389,mg/L,13,ug/L,Good,42.2,Good,50.9,0.4275,0.4,1.624867689,1.897113972,0.169047619,2.131512821,1.2,0.06754,ppb,0,ppb,96.05,ng/g,0.51,ng/g
7829,NLA12_IN-159,1,Y,PLNLOW,TPL,5.286846482,18475983,277.56,Region_5,MAN_MADE,IN,19.97556585,,S,S,S,60.912,ug/L,4.6,39.77671,-86.53529,24,APHA Pt-Co,25.226,mg/L,1.308,mg/L,148,ug/L,Good,42.5,Good,57.68,0.435,0.32,0.270016279,0.927796795,0.593208461,1.386058573,0.03,0.09537,ppb,0.94,ppb,72.87,ng/g,4.8,ng/g
7442,NLA12_IN-160,1,Y,PLNLOW,UMW,12.12058285,18485966,253.16,Region_5,NATURAL,IN,8.10995549,,S,S,S,6.056,ug/L,6.4,41.32239,-85.76976,25,APHA Pt-Co,42.984,mg/L,0.803,mg/L,17,ug/L,Fair,46.2,Poor,44.75,1.2,1,1.479512787,1.183943777,0.342268041,1.101832654,0.5,0.24612,ppb,0.07,ppb,152.26,ng/g,2.3,ng/g
8408,NLA12_IN-162,1,Y,PLNLOW,TPL,5.574681425,18455245,192.96,Region_5,MAN_MADE,IN,19.97556585,R,R,B,R,16.32,ug/L,3.8,39.08442,-86.05679,25,APHA Pt-Co,1.855,mg/L,0.529,mg/L,39,ug/L,Good,48.1,Good,68.68,0.825,2.05,1.235447027,1.344010516,0.282381802,1.454849271,0.5,0.18655,ppb,0.11,ppb,68.35,ng/g,1.1,ng/g
8014,NLA12_IN-163,1,Y,PLNLOW,TPL,473.5328678,18475889,240.67,Region_5,MAN_MADE,IN,3.829073692,,S,S,S,35.6,ug/L,9.1,39.82574,-86.30346,18,APHA Pt-Co,63.369,mg/L,0.998,mg/L,76,ug/L,Poor,18.5,Fair,36.13,0,2.05,0.0919988,0.732942851,0.617099823,1.174416777,2,0.14405,ppb,1.43,ppb,70.59,ng/g,0.98,ng/g
7772,NLA12_IN-164,1,Y,PLNLOW,UMW,4.458459741,18487162,245.85,Region_5,NATURAL,IN,19.97556585,,S,S,S,2.309,ug/L,8.4,41.13129,-86.26611,22,APHA Pt-Co,6.751,mg/L,0.65,mg/L,18,ug/L,Poor,35.6,Good,80.15,1.0425,0,0.542770855,1.011603916,0.242857143,1.321495803,0,0.14261,ppb,0.17,ppb,NA,NA,NA,NA
7805,NLA12_IN-166,1,Y,PLNLOW,TPL,325.0384875,13452578,200.68,Region_5,MAN_MADE,IN,3.829073692,R,R,R,R,22.72,ug/L,2,40.97454,-87.51789,30,APHA Pt-Co,7.852,mg/L,1.28,mg/L,112,ug/L,Good,47.9,Good,64.6,0.815,0,1.110119729,1.358738341,0.183333333,1.56174603,0,0.10117,ppb,0.2,ppb,22.47,ng/g,0.56,ng/g
8086,NLA12_IN-171,1,Y,EHIGH,SAP,9.520704013,18443564,217.18,Region_5,MAN_MADE,IN,19.97556585,R,R,R,R,11.952,ug/L,5.8,39.26316,-86.11551,28,APHA Pt-Co,0.827,mg/L,0.34,mg/L,33,ug/L,Fair,47.5,Fair,67.58,0.005,1.26,0.273660965,0.480012736,0.133333333,0.651496251,0.38,0,ppb,0.06,ppb,55.56,ng/g,2,ng/g
7443,NLA12_IN-172,1,Y,PLNLOW,UMW,73.51380345,12265330,252.87,Region_5,NATURAL,IN,3.829073692,,T,T,T,2.16,ug/L,14.6,41.39136,-85.83068,12,APHA Pt-Co,42.017,mg/L,1.116,mg/L,11,ug/L,Poor,45.5,Fair,60.17,0.5575,0.4,0.292867985,0.413387706,0.638399384,0.50258283,0.2,0.06962,ppb,0.17,ppb,103.14,ng/g,0.84,ng/g
8070,NLA12_IN-174,1,Y,PLNLOW,TPL,38.22779306,10108339,118.43,Region_5,MAN_MADE,IN,4.906636023,,S,S,S,3.204,ug/L,11.8,38.00339,-87.34215,15,APHA Pt-Co,9.78,mg/L,0.468,mg/L,17,ug/L,Good,64.3,Good,60.68,0.455,0,0.494151969,0.65097453,0.691666667,0.772934562,0,0.26404,ppb,0.13,ppb,57.69,ng/g,1.7,ng/g
7921,NLA12_IN-179,1,Y,PLNLOW,TPL,5.289581836,18459672,257.48,Region_5,MAN_MADE,IN,19.97556585,,T,T,T,171,ug/L,3.1,39.76754,-85.75705,26,APHA Pt-Co,149.501,mg/L,6.6,mg/L,962,ug/L,Fair,34.1,Good,54.27,0.005,0,4.722605049,3.303081114,0.595918367,2.470964536,0,0.12171,ppb,0.11,ppb,NA,NA,NA,NA
8116,NLA12_IN-180,1,Y,PLNLOW,TPL,6.12960706,10383195,129.57,Region_5,MAN_MADE,IN,19.97556585,,S,S,S,13.44,ug/L,6.4,37.96843,-87.77122,15,APHA Pt-Co,8.234,mg/L,0.618,mg/L,49,ug/L,Fair,38.1,Good,48.68,0.01,0.477777778,0.886432879,0.862251694,0.388719312,0.871903351,0.422222222,0,ppb,0.1,ppb,81.82,ng/g,0.48,ng/g
8438,NLA12_IN-183,1,Y,PLNLOW,TPL,10.44501869,18470198,149.98,Region_5,MAN_MADE,IN,8.10995549,,S,S,S,12.976,ug/L,1.1,38.73981,-86.99619,30,APHA Pt-Co,21.592,mg/L,1.545,mg/L,416,ug/L,Fair,37.8,Good,55.45,1.6725,2.65,2.039964583,1.327522829,0.457692308,0.900130715,1.09,0.09382,ppb,1.25,ppb,75.27,ng/g,0.88,ng/g
7984,NLA12_IN-185,1,Y,PLNLOW,UMW,16.74849991,12265492,268.99,Region_5,NATURAL,IN,8.10995549,,S,S,S,30,ug/L,5.5,41.32737,-85.45614,22,APHA Pt-Co,26.743,mg/L,0.771,mg/L,64,ug/L,Fair,49.1,Good,68.35,0.8425,0,0.992738926,0.918649302,0.4,0.936728848,0,0.88008,ppb,0.1,ppb,49.42,ng/g,1,ng/g
8100,NLA12_IN-186,1,Y,PLNLOW,UMW,45.24791312,12259208,256.81,Region_5,NATURAL,IN,4.906636023,,S,S,S,2.736,ug/L,14.6,41.72303,-85.46604,16,APHA Pt-Co,22.72,mg/L,0.484,mg/L,15,ug/L,Fair,50.4,Poor,43.25,0.105,0.17,0.308224226,0.51333819,0.702739054,0.653314905,0.15,0.14859,ppb,0.08,ppb,31.09,ng/g,0.31,ng/g
7922,NLA12_IN-187,1,Y,PLNLOW,TPL,10.83780673,15676307,315.89,Region_5,NATURAL,IN,8.10995549,,S,S,S,5.04,ug/L,6.7,41.74914,-84.8411,17,APHA Pt-Co,16.847,mg/L,0.285,mg/L,11,ug/L,Good,73.2,Good,52.75,1.4125,0,2.086877514,1.316277454,0.871794872,1.179679042,0,0.09241,ppb,0.22,ppb,117.95,ng/g,1.1,ng/g
8318,NLA12_IN-191,1,Y,PLNLOW,TPL,4.034012448,3407659,278.42,Region_5,MAN_MADE,IN,19.97556585,,S,S,S,56.1,ug/L,2.3,38.9368,-85.19486,30,APHA Pt-Co,16.518,mg/L,1.943,mg/L,147,ug/L,Poor,24.2,Good,49.13,0,4.475,0.173775511,0.5120626,0.502229175,0.748772072,0.433333333,0.08888,ppb,NA,NA,73.96,ng/g,0.32,ng/g
8540,NLA12_IN-193,1,Y,PLNLOW,TPL,15.29819602,18475879,218.12,Region_5,MAN_MADE,IN,8.10995549,,S,S,S,5.104,ug/L,8.2,39.89164,-86.11529,15,APHA Pt-Co,72.914,mg/L,0.35,mg/L,9,ug/L,Good,52.2,Poor,31.47,0.005,2.75,0.030666267,0.036999765,0.884910486,0.042241878,1.5,0.17165,ppb,0,ppb,62.5,ng/g,0.15,ng/g
8493,NLA12_IN-196,1,Y,PLNLOW,UMW,165.3987289,12265276,259.26,Region_5,NATURAL,IN,3.829073692,,T,T,T,4.165714286,ug/L,10,41.42912,-85.73932,18,APHA Pt-Co,20.668,mg/L,0.593,mg/L,17,ug/L,Poor,21.4,Fair,57.62,0.4325,0.555555556,0.37242272,0.431907224,0.802638146,0.490097931,0.6,0.11711,ppb,0.32,ppb,147.93,ng/g,2.5,ng/g
8549,NLA12_IN-199,1,Y,PLNLOW,UMW,46.7765862,12259410,284.85,Region_5,NATURAL,IN,4.906636023,,T,T,T,4.18,ug/L,8.5,41.63543,-85.16792,22,APHA Pt-Co,20.736,mg/L,0.536,mg/L,31,ug/L,Fair,47.2,Poor,48.17,0.9825,0,0.591313879,0.829098729,0.741304348,1.005918768,0,0.05626,ppb,0.12,ppb,35.6,ng/g,0.19,ng/g
8651,NLA12_IN-201,1,Y,PLNLOW,TPL,1.586054545,10285038,150.21,Region_5,MAN_MADE,IN,140.0869565,,S,S,S,24.48,ug/L,8.2,39.17048,-87.29183,28,APHA Pt-Co,7.484,mg/L,2.59,mg/L,63,ug/L,Good,42.3,Fair,36.2,0.5175,0,1.327951871,1.155057807,0,1.075961177,0,0,ppb,0.18,ppb,57.14,ng/g,3.1,ng/g
8728,NLA12_IN-202,1,Y,PLNLOW,TPL,1.903495759,10162646,163.73,Region_5,MAN_MADE,IN,140.0869565,,S,S,S,10.88,ug/L,2.4,38.46405,-85.80758,8,APHA Pt-Co,9.622,mg/L,0.955,mg/L,50,ug/L,Good,54.6,Good,54.98,0.515,0.53,0.162136498,0.438386052,0.556692462,0.632284043,0.5,0,ppb,0.12,ppb,81.2,ng/g,0.4,ng/g
6656,NLA12_KS-101,1,Y,PLNLOW,SPL,10.23476444,5925122,415.33,Region_7,MAN_MADE,KS,70.9791242,,T,T,T,6.433333333,ug/L,1.7,39.33301,-97.37386,29,APHA Pt-Co,4.238,mg/L,2.003,mg/L,801,ug/L,Poor,21.7,Good,46.83,0.04,0,0.08096704,0.113629386,0.918181818,0.13838174,0,0.0787,ppb,0.75,ppb,38.74,ng/g,0.14,ng/g
6969,NLA12_KS-101,2,N,PLNLOW,SPL,10.23476444,5925122,415.33,Region_7,MAN_MADE,KS,70.9791242,,T,T,T,5.333,ug/L,1.5,39.33295,-97.374,26,APHA Pt-Co,4.982,mg/L,2.698,mg/L,820,ug/L,Fair,33.1,Poor,28.52,0,0,0,0.081826381,0.919354839,0.137840121,0,0.10406,ppb,0.91,ppb,NA,NA,NA,NA
6606,NLA12_KS-102,1,Y,PLNLOW,SPL,127.3005653,21063412,685.82,Region_7,MAN_MADE,KS,19.06118913,,S,S,S,8.564705882,ug/L,6,37.39579,-99.78541,9,APHA Pt-Co,52.453,mg/L,0.885,mg/L,53,ug/L,Fair,39.7,Fair,35.32,0.2475,0,0.102220889,0.227891664,0.668181818,0.316940665,0,0.12417,ppb,0.25,ppb,23.4,ng/g,0.25,ng/g
6437,NLA12_KS-103,1,Y,PLNLOW,TPL,101.946167,167266522,350.58,Region_7,MAN_MADE,KS,39.13364426,,T,T,T,12.59354839,ug/L,5.4,39.00175,-95.78036,4,APHA Pt-Co,27.467,mg/L,0.504,mg/L,28,ug/L,Good,44,Poor,24.57,0.02,0,0.30625783,0.405533043,0.772195641,0.482544867,0,0.06752,ppb,0.29,ppb,41.03,ng/g,0.25,ng/g
6570,NLA12_KS-105,1,Y,PLNLOW,SPL,56.79395135,21148492,479.33,Region_7,MAN_MADE,KS,17.31073011,,S,S,S,44.4,ug/L,1.4,37.65496,-98.2599,20,APHA Pt-Co,22.766,mg/L,1.409,mg/L,190,ug/L,Good,46.7,Good,46.82,0.4625,0,1.149731974,0.954165292,0.461904762,0.854279724,0,0.11708,ppb,0,ppb,17.39,ng/g,0.23,ng/g
6796,NLA12_KS-106,1,Y,PLNLOW,SPL,13.48185356,21779512,252.08,Region_7,MAN_MADE,KS,70.9791242,,S,S,S,29.33333333,ug/L,3,37.19252,-95.98709,30,APHA Pt-Co,4.68,mg/L,1.024,mg/L,95,ug/L,Good,42.2,Good,67.38,0,0,0.135109348,0.670778205,0.815254237,1.041461088,0,0.13278,ppb,0,ppb,42.35,ng/g,1.7,ng/g
6830,NLA12_KS-107,1,Y,PLNLOW,TPL,16.10220848,20951902,391.96,Region_7,MAN_MADE,KS,60.00397997,,S,S,S,7.586206897,ug/L,2.8,38.12636,-96.31012,17,APHA Pt-Co,29.508,mg/L,0.368,mg/L,28,ug/L,Good,53.4,Good,71.47,0.51,0,0.045431506,0.613930065,0.929078014,1.004435258,0,0.11804,ppb,0,ppb,21.68,ng/g,0.83,ng/g
6404,NLA12_KS-108,1,Y,PLNLOW,TPL,26.86449268,743939,321.71,Region_7,MAN_MADE,KS,96.24792788,,S,S,S,50.4,ug/L,1.5,39.63762,-95.4585,17,APHA Pt-Co,15.742,mg/L,1.194,mg/L,261,ug/L,Fair,32.9,Fair,33.77,0.055,0,0.20332848,0.277597352,0.845104895,0.334448443,0,0.33697,ppb,1.77,ppb,40.23,ng/g,0.39,ng/g
6421,NLA12_KS-109,1,Y,PLNLOW,TPL,4.302133103,2255595,289.68,Region_7,MAN_MADE,KS,168.4089157,,S,S,S,9.92,ug/L,3.9,39.34901,-95.04203,14,APHA Pt-Co,16.506,mg/L,0.628,mg/L,47,ug/L,Good,60.3,Good,55.97,0.01,0,0.142906826,0.416444574,0.814864865,0.607917748,0,0.12207,ppb,0,ppb,40.15,ng/g,0.86,ng/g
6722,NLA12_KS-109,2,N,PLNLOW,TPL,4.302133103,2255595,289.68,Region_7,MAN_MADE,KS,168.4089157,,S,S,S,12.97777778,ug/L,3.4,39.34909,-95.04175,22,APHA Pt-Co,16.484,mg/L,0.506,mg/L,45,ug/L,Good,54.6,Good,57.35,0.03,0,0.091391547,0.46423915,0.67012987,0.722171371,0,0.1187,ppb,0,ppb,NA,NA,NA,NA
6243,NLA12_KS-114,1,Y,PLNLOW,TPL,110.0385555,999990002,295.82,Region_7,MAN_MADE,KS,20.14916696,,S,S,S,15.408,ug/L,5.7,38.50598,-94.68132,2,APHA Pt-Co,4.427,mg/L,0.588,mg/L,46,ug/L,Good,51.8,Fair,41.17,0.2275,0,0.948372665,1.171067228,0.495918367,1.351547205,0,0.09146,ppb,0.44,ppb,NA,NA,NA,NA
6851,NLA12_KS-121,1,Y,PLNLOW,TPL,12.19011237,10121264,325.16,Region_7,MAN_MADE,KS,44.41666027,,S,S,S,21.71428571,ug/L,1.9,38.46557,-95.73602,15,APHA Pt-Co,7.697,mg/L,0.643,mg/L,68,ug/L,Good,61.9,Poor,31.25,0.08,0,0.243710792,0.501745919,0.728682171,0.685586839,0,0.11372,ppb,3.12,ppb,27.58,ng/g,0.5,ng/g
6927,NLA12_KS-122,1,Y,PLNLOW,SPL,4645.062434,120052972,443.97,Region_7,MAN_MADE,KS,20.14916696,,S,S,S,20,ug/L,13,39.49657,-98.36965,20,APHA Pt-Co,69.626,mg/L,0.534,mg/L,60,ug/L,Not Assessed,NA,Fair,40.88,0.005,0,0.13500814,0.277174405,0.477586207,0.378484548,0,0.11093,ppb,1.09,ppb,21.83,ng/g,0.48,ng/g
6609,NLA12_KS-124,1,Y,PLNLOW,TPL,20.08173323,21134755,397.9,Region_7,MAN_MADE,KS,21.58839317,,S,S,S,19.71,ug/L,2.3,37.39467,-96.84801,16,APHA Pt-Co,3.129,mg/L,0.678,mg/L,103,ug/L,Fair,40,Fair,34.67,0.065,0,0.366679484,0.855062719,0.768699187,1.200222202,0,0.11447,ppb,1.2,ppb,21.83,ng/g,0.16,ng/g
6485,NLA12_KS-125,1,Y,PLNLOW,TPL,124.5710013,2254441,251.58,Region_7,MAN_MADE,KS,20.14916696,,S,S,S,3.066666667,ug/L,15,39.1652,-94.78123,7,APHA Pt-Co,49.296,mg/L,0.309,mg/L,16,ug/L,Good,62.4,Fair,33.38,0.1725,0,0.791144793,0.974218743,0.882352941,1.122928703,0,0.09865,ppb,0,ppb,53.01,ng/g,0.42,ng/g
6781,NLA12_KS-126,1,Y,PLNLOW,TPL,2.634535372,20873502,276.89,Region_7,MAN_MADE,KS,428.5333333,,T,T,T,6.336,ug/L,1.6,37.49179,-95.07723,31,APHA Pt-Co,2.631,mg/L,2.13,mg/L,455,ug/L,Fair,37.4,Poor,27.22,0,0,0,0.069728004,0.868032787,0.117459875,0,0,ppb,0.09,ppb,34.76,ng/g,0.18,ng/g
6346,NLA12_KS-130,1,Y,PLNLOW,TPL,7.185480548,4392419,308.62,Region_7,MAN_MADE,KS,168.4089157,,S,S,S,14.688,ug/L,2.7,38.79878,-94.76633,1,APHA Pt-Co,17.811,mg/L,0.968,mg/L,45,ug/L,Good,59.1,Fair,41.27,0.045,0,0.183289138,0.306279727,0.564705882,0.395890563,0,0.07614,ppb,1.92,ppb,41.03,ng/g,0.55,ng/g
6524,NLA12_KS-138,1,Y,PLNLOW,SPL,10.80830283,21164389,392.44,Region_7,MAN_MADE,KS,44.41666027,,T,T,T,3.588571429,ug/L,4.6,37.63303,-97.39722,7,APHA Pt-Co,90.9,mg/L,0.329,mg/L,12,ug/L,Fair,37.9,Poor,25.08,0.01,0,0.091796382,0.225055635,0.876373626,0.318991111,0,0.08401,ppb,0.07,ppb,NA,NA,NA,NA
6284,NLA12_KY-101,1,Y,EHIGH,SAP,90.55714639,10187680,390.75,Region_4,MAN_MADE,KY,6.220450868,R,R,R,R,1.16,ug/L,24.6,36.68173,-83.70528,4,APHA Pt-Co,0.644,mg/L,0.136,mg/L,16,ug/L,Fair,45.7,Good,90.32,0.045,0,0.234347498,0.613298755,0.636842105,1.129814072,0,0,ppb,0,ppb,71.81,ng/g,0.44,ng/g
6946,NLA12_KY-101,2,N,EHIGH,SAP,90.55714639,10187680,390.75,Region_4,MAN_MADE,KY,6.220450868,,R,B,S,0.6205,ug/L,25.4,36.6816,-83.7049,13,APHA Pt-Co,0.658,mg/L,0.07,mg/L,13,ug/L,Not Assessed,NA,Good,80.97,0.03,0,0.222716543,0.587434308,0.756097561,1.0841969,0,0,ppb,0,ppb,NA,NA,NA,NA
6396,NLA12_KY-102,1,Y,EHIGH,SAP,20.41576571,10561818,138.38,Region_4,MAN_MADE,KY,76.44105032,,S,S,S,13.376,ug/L,5.5,37.07252,-87.66496,14,APHA Pt-Co,1.56,mg/L,0.379,mg/L,25,ug/L,Fair,48.8,Poor,55.12,0.035,7.1,0.259459465,0.338689703,0.69020979,0.301453021,2.5,0.14259,ppb,0,ppb,95.62,ng/g,1,ng/g
6303,NLA12_KY-103,1,Y,EHIGH,SAP,70.45611645,1935812,182.27,Region_4,MAN_MADE,KY,24.88180347,,S,S,S,NA,,7.8,38.4801,-82.8712,5,APHA Pt-Co,3.166,mg/L,0.166,mg/L,22,ug/L,Good,77,Good,81.98,0,0,0.139603617,0.504148172,0.582125604,0.808097296,0,0.09475,ppb,0,ppb,55.56,ng/g,0.62,ng/g
6345,NLA12_KY-104,1,Y,PLNLOW,CPL,7.434819774,7481106,86.87,Region_4,NATURAL,KY,71.70526242,,T,T,T,133.14,ug/L,1.1,36.50354,-89.33721,51,APHA Pt-Co,6.539,mg/L,2.498,mg/L,483,ug/L,Poor,10,Poor,33.67,0.355,0,1.177212918,1.327943043,0.083333333,1.497085002,0,0.12184,ppb,0.12,ppb,115.07,ng/g,0.71,ng/g
6285,NLA12_KY-107,1,Y,EHIGH,SAP,50.06446701,1826770,274.92,Region_4,MAN_MADE,KY,14.67828505,,S,S,S,44.26666667,ug/L,8.7,37.6996,-84.22056,12,APHA Pt-Co,17.258,mg/L,0.823,mg/L,50,ug/L,Poor,31.1,Poor,52.43,0.6775,0,1.057421628,0.840016783,0.445075758,0.59488302,0,0.03416,ppb,0,ppb,85.11,ng/g,0.22,ng/g
6939,NLA12_KY-107,2,N,EHIGH,SAP,50.06446701,1826770,274.92,Region_4,MAN_MADE,KY,14.67828505,,S,S,S,11.42857143,ug/L,3.6,37.69828,-84.22921,5,APHA Pt-Co,17.962,mg/L,0.486,mg/L,44,ug/L,Poor,18.2,Poor,46.63,0.17,0,0.401629342,0.445948621,0.821794872,0.489203784,0,0.09794,ppb,0,ppb,NA,NA,NA,NA
6411,NLA12_KY-114,1,Y,PLNLOW,TPL,2204.701389,4003290,156.97,Region_4,MAN_MADE,KY,12.7219014,,S,S,S,10.8,ug/L,16,37.33623,-86.15672,10,APHA Pt-Co,12.122,mg/L,1.373,mg/L,25,ug/L,Poor,22.8,Good,56.03,0.02,5.5,0.687882481,0.652346967,0.57972973,0.64835654,1.85,0.10199,ppb,1.19,ppb,67.14,ng/g,0.43,ng/g
6945,NLA12_KY-116,1,Y,PLNLOW,TPL,151.083712,10561336,131.67,Region_4,MAN_MADE,KY,12.7219014,,S,S,S,2.593333333,ug/L,5.6,37.35078,-87.52567,13,APHA Pt-Co,7.152,mg/L,0.415,mg/L,26,ug/L,Good,51.2,Poor,20.9,0.555,0,0.307497271,0.710386753,0.698484849,0.995272474,0,0.11843,ppb,0.58,ppb,75.27,ng/g,0.15,ng/g
6428,NLA12_KY-117,1,Y,EHIGH,SAP,1.880156679,10263518,209.23,Region_4,MAN_MADE,KY,217.8518957,,S,S,S,22.56,ug/L,5.1,38.21115,-85.40343,13,APHA Pt-Co,3.228,mg/L,0.775,mg/L,75,ug/L,Poor,35.2,Poor,56.77,0.06,0,0.352701455,0.371589312,0.588420108,0.347815591,0,0.06574,ppb,0,ppb,49.3,ng/g,0.44,ng/g
6373,NLA12_KY-120,1,Y,PLNLOW,CPL,16.18263377,1862092,119.52,Region_4,MAN_MADE,KY,34.32894028,,S,S,S,78.33333333,ug/L,1.6,36.87607,-88.49124,17,APHA Pt-Co,4.8,mg/L,1.254,mg/L,158,ug/L,Poor,19.2,Poor,39.83,0.01,0.7,0.304036009,0.33375224,0.256840391,0.400037922,0.3,0.12,ppb,3.54,ppb,89.29,ng/g,0.64,ng/g
6374,NLA12_KY-122,1,Y,EHIGH,SAP,156.2603558,10263472,222.96,Region_4,MAN_MADE,KY,12.7219014,,S,S,S,48.54545455,ug/L,8.2,38.20749,-85.14007,6,APHA Pt-Co,9.279,mg/L,1.03,mg/L,95,ug/L,Poor,9,Fair,60.62,0.04,0,0.562349161,0.617083904,0.737234043,0.620356049,0,0.10388,ppb,1.09,ppb,47.62,ng/g,0.85,ng/g
6572,NLA12_LA-101,1,Y,PLNLOW,CPL,460.2092131,19367808,15.17,Region_6,NATURAL,LA,5.970162918,,T,T,T,100.5333333,ug/L,4,31.66748,-91.50743,19,APHA Pt-Co,6.309,mg/L,1.453,mg/L,361,ug/L,Poor,21.6,Poor,47.7,0.1125,0,0.857141952,0.652555192,0.718181818,0.353436836,0,0.17377,ppb,0.36,ppb,65.57,ng/g,0.22,ng/g
6866,NLA12_LA-101,2,N,PLNLOW,CPL,460.2092131,19367808,15.17,Region_6,NATURAL,LA,5.970162918,,T,T,T,93,ug/L,3.8,31.66722,-91.50804,21,APHA Pt-Co,6.51,mg/L,1.278,mg/L,401,ug/L,Poor,20.8,Poor,44.38,0.02,0,0.489535583,0.410026911,0.713013699,0.29202542,0,0.07036,ppb,0.35,ppb,NA,NA,NA,NA
6628,NLA12_LA-102,1,Y,PLNLOW,CPL,1181.521367,19918144,30.36,Region_6,MAN_MADE,LA,117.2034448,,T,T,T,11.664,ug/L,4.2,31.37753,-92.7412,17,APHA Pt-Co,19.521,mg/L,0.538,mg/L,112,ug/L,Poor,33.2,Poor,35.68,0.27,0,0.360850604,0.43262419,0.522727273,0.49775663,0,0.09236,ppb,0,ppb,82.82,ng/g,0.3,ng/g
6661,NLA12_LA-103,1,Y,PLNLOW,CPL,36.97062076,15138619,12.19,Region_6,MAN_MADE,LA,900.806465,,T,T,T,7.82,ug/L,2.4,30.53687,-92.4418,20,APHA Pt-Co,20.728,mg/L,0.708,mg/L,215,ug/L,Poor,35.5,Poor,38.5,0,0,0.398105957,0.572348716,0.265384615,0.83210548,0,0,ppb,0,ppb,65.34,ng/g,0.33,ng/g
6718,NLA12_LA-104,1,Y,PLNLOW,CPL,6276.012165,120053896,42.57,Region_6,MAN_MADE,LA,18.65675912,,S,S,S,16.16,ug/L,3.5,32.35488,-93.39837,67,APHA Pt-Co,8.524,mg/L,0.691,mg/L,66,ug/L,Poor,2.6,Fair,57.8,0.3975,0,0.501024703,0.466484987,0.879518072,0.384001771,0,0.14519,ppb,0.06,ppb,182.89,ng/g,0.89,ng/g
6643,NLA12_LA-105,1,Y,PLNLOW,CPL,652.3204489,19918180,30.12,Region_6,MAN_MADE,LA,5.970162918,,S,S,S,12.096,ug/L,2,31.29181,-92.74293,22,APHA Pt-Co,5.81,mg/L,0.358,mg/L,68,ug/L,Good,54.8,Good,60.45,0.622222222,0,1.313551457,0.997145794,0.695918367,0.512156463,0,0.174,ppb,0,ppb,40.4,ng/g,0.35,ng/g
6754,NLA12_LA-106,1,Y,PLNLOW,CPL,50.1152865,19345647,26.76,Region_6,MAN_MADE,LA,106.4402209,,S,S,S,44,ug/L,2.5,32.71169,-91.70226,36,APHA Pt-Co,3.268,mg/L,1.694,mg/L,109,ug/L,Poor,34.7,Fair,53.2,0.1575,0,0.545753726,0.457489121,0.873417722,0.313386556,0,2.49615,ppb,1.09,ppb,113.21,ng/g,0.32,ng/g
6755,NLA12_LA-109,1,Y,PLNLOW,CPL,33.8466449,19267504,16.98,Region_6,NATURAL,LA,50.03298042,,T,T,T,51.6,ug/L,1.6,31.92012,-91.22633,12,APHA Pt-Co,18.366,mg/L,1.38,mg/L,397,ug/L,Poor,34.6,Poor,43.27,0,0,0.047282259,0.19090067,0.672727273,0.389033791,0,0,ppb,0.19,ppb,47.17,ng/g,0.42,ng/g
6603,NLA12_LA-134,1,Y,PLNLOW,CPL,16236.20987,15108649,0,Region_6,NATURAL,LA,71.08231658,,T,T,T,8.72,ug/L,2.6,29.90114,-92.7515,33,APHA Pt-Co,208.935,mg/L,0.795,mg/L,198,ug/L,Not Assessed,NA,Poor,38.8,0.075,0,0.213973183,0.213900809,0.313865546,0.285460852,0,0.5214,ppb,0.09,ppb,73.3,ng/g,0.32,ng/g
6856,NLA12_LA-134,2,N,PLNLOW,CPL,16236.20987,15108649,0,Region_6,NATURAL,LA,71.08231658,,T,T,T,14.72,ug/L,3.3,29.90127,-92.75151,32,APHA Pt-Co,528.026,mg/L,0.7,mg/L,108,ug/L,Not Assessed,NA,Fair,54.97,0.045,0,0.272783641,0.294885598,0.327419355,0.438523779,0,0.12464,ppb,0.08,ppb,NA,NA,NA,NA
6797,NLA12_LA-141,1,Y,PLNLOW,CPL,23.26697468,19268708,10.69,Region_6,MAN_MADE,LA,50.03298042,,T,T,T,426,ug/L,1,31.27702,-91.63074,36,APHA Pt-Co,42.1,mg/L,9.5,mg/L,3085,ug/L,Poor,5.4,Fair,50,0,0,0.004883272,0.153864804,0.5,0.378868295,0,0.07285,ppb,0.32,ppb,58.44,ng/g,1.2,ng/g
