"origin","quantity","value"
"nrsa1314_chem","PTL_mgPm3",403
"nrsa1314_chem","PTL_mgPm3",246
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",138
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",3410
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",85
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",58
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",91
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",94
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",2559
"nrsa1314_chem","PTL_mgPm3",159
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",112
"nrsa1314_chem","PTL_mgPm3",125
"nrsa1314_chem","PTL_mgPm3",220
"nrsa1314_chem","PTL_mgPm3",360
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",253
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",121
"nrsa1314_chem","PTL_mgPm3",177
"nrsa1314_chem","PTL_mgPm3",237
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",161
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",159
"nrsa1314_chem","PTL_mgPm3",355
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",260
"nrsa1314_chem","PTL_mgPm3",225
"nrsa1314_chem","PTL_mgPm3",192
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",126
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",266
"nrsa1314_chem","PTL_mgPm3",227
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",117
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",76
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",161
"nrsa1314_chem","PTL_mgPm3",17
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",441
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",195
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",195
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",115
"nrsa1314_chem","PTL_mgPm3",223
"nrsa1314_chem","PTL_mgPm3",194
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",164
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",227
"nrsa1314_chem","PTL_mgPm3",4519
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",218
"nrsa1314_chem","PTL_mgPm3",63
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",63
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",119
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",537
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",142
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",264
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",196
"nrsa1314_chem","PTL_mgPm3",303
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",137
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",380
"nrsa1314_chem","PTL_mgPm3",149
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",352
"nrsa1314_chem","PTL_mgPm3",65
"nrsa1314_chem","PTL_mgPm3",410
"nrsa1314_chem","PTL_mgPm3",363
"nrsa1314_chem","PTL_mgPm3",139
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",119
"nrsa1314_chem","PTL_mgPm3",136
"nrsa1314_chem","PTL_mgPm3",65
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",178
"nrsa1314_chem","PTL_mgPm3",110
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",142
"nrsa1314_chem","PTL_mgPm3",384
"nrsa1314_chem","PTL_mgPm3",215
"nrsa1314_chem","PTL_mgPm3",82
"nrsa1314_chem","PTL_mgPm3",342
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",770
"nrsa1314_chem","PTL_mgPm3",69.3
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",135
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",218
"nrsa1314_chem","PTL_mgPm3",244
"nrsa1314_chem","PTL_mgPm3",390
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",84
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",245
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",25.2
"nrsa1314_chem","PTL_mgPm3",319
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",300
"nrsa1314_chem","PTL_mgPm3",127
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",187
"nrsa1314_chem","PTL_mgPm3",329
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",110
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",106
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",114
"nrsa1314_chem","PTL_mgPm3",74.3
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",164
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",102
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",92
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",214
"nrsa1314_chem","PTL_mgPm3",152
"nrsa1314_chem","PTL_mgPm3",170
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",245
"nrsa1314_chem","PTL_mgPm3",203
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",192
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",105
"nrsa1314_chem","PTL_mgPm3",97
"nrsa1314_chem","PTL_mgPm3",207
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",124
"nrsa1314_chem","PTL_mgPm3",121
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",5.8
"nrsa1314_chem","PTL_mgPm3",10.9
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",223
"nrsa1314_chem","PTL_mgPm3",286
"nrsa1314_chem","PTL_mgPm3",31.7
"nrsa1314_chem","PTL_mgPm3",199
"nrsa1314_chem","PTL_mgPm3",4.8
"nrsa1314_chem","PTL_mgPm3",129
"nrsa1314_chem","PTL_mgPm3",72
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",481
"nrsa1314_chem","PTL_mgPm3",114
"nrsa1314_chem","PTL_mgPm3",402
"nrsa1314_chem","PTL_mgPm3",406
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",278
"nrsa1314_chem","PTL_mgPm3",176
"nrsa1314_chem","PTL_mgPm3",279
"nrsa1314_chem","PTL_mgPm3",198
"nrsa1314_chem","PTL_mgPm3",26.5
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",189
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",14.2
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",10.8
"nrsa1314_chem","PTL_mgPm3",187
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",230
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",1841
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",106
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",94
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",105
"nrsa1314_chem","PTL_mgPm3",662
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",225
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",412
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",327
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",7.7
"nrsa1314_chem","PTL_mgPm3",89
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",146
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",300
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",273
"nrsa1314_chem","PTL_mgPm3",140
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",205
"nrsa1314_chem","PTL_mgPm3",83
"nrsa1314_chem","PTL_mgPm3",421
"nrsa1314_chem","PTL_mgPm3",124
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",106
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",37
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",481
"nrsa1314_chem","PTL_mgPm3",176
"nrsa1314_chem","PTL_mgPm3",19.1
"nrsa1314_chem","PTL_mgPm3",224
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",274
"nrsa1314_chem","PTL_mgPm3",100
"nrsa1314_chem","PTL_mgPm3",89
"nrsa1314_chem","PTL_mgPm3",115
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",181
"nrsa1314_chem","PTL_mgPm3",89
"nrsa1314_chem","PTL_mgPm3",206
"nrsa1314_chem","PTL_mgPm3",101
"nrsa1314_chem","PTL_mgPm3",134
"nrsa1314_chem","PTL_mgPm3",299
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",84
"nrsa1314_chem","PTL_mgPm3",206
"nrsa1314_chem","PTL_mgPm3",206
"nrsa1314_chem","PTL_mgPm3",1349
"nrsa1314_chem","PTL_mgPm3",216
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",278
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",219
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",141
"nrsa1314_chem","PTL_mgPm3",591
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",78
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",55
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",121
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",55
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",264
"nrsa1314_chem","PTL_mgPm3",141
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",52.6
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",122
"nrsa1314_chem","PTL_mgPm3",210
"nrsa1314_chem","PTL_mgPm3",153
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",136
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",95
"nrsa1314_chem","PTL_mgPm3",66
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",447
"nrsa1314_chem","PTL_mgPm3",195
"nrsa1314_chem","PTL_mgPm3",99
"nrsa1314_chem","PTL_mgPm3",250
"nrsa1314_chem","PTL_mgPm3",225
"nrsa1314_chem","PTL_mgPm3",170
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",63
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",248
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",376
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",194
"nrsa1314_chem","PTL_mgPm3",96
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",155
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",165
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",170
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",144
"nrsa1314_chem","PTL_mgPm3",85
"nrsa1314_chem","PTL_mgPm3",1035
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",63
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",83
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",260
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",100
"nrsa1314_chem","PTL_mgPm3",129
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",635
"nrsa1314_chem","PTL_mgPm3",350
"nrsa1314_chem","PTL_mgPm3",283
"nrsa1314_chem","PTL_mgPm3",113
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",89
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",66.7
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",162
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",180
"nrsa1314_chem","PTL_mgPm3",90
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",341
"nrsa1314_chem","PTL_mgPm3",125
"nrsa1314_chem","PTL_mgPm3",278
"nrsa1314_chem","PTL_mgPm3",236
"nrsa1314_chem","PTL_mgPm3",641
"nrsa1314_chem","PTL_mgPm3",324
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",197
"nrsa1314_chem","PTL_mgPm3",289
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",281
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",296
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",191
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",102
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",150
"nrsa1314_chem","PTL_mgPm3",82
"nrsa1314_chem","PTL_mgPm3",83
"nrsa1314_chem","PTL_mgPm3",275
"nrsa1314_chem","PTL_mgPm3",113
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",37
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",306
"nrsa1314_chem","PTL_mgPm3",90
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",140
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",58.4
"nrsa1314_chem","PTL_mgPm3",4.1
"nrsa1314_chem","PTL_mgPm3",145
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",60.9
"nrsa1314_chem","PTL_mgPm3",121
"nrsa1314_chem","PTL_mgPm3",70.9
"nrsa1314_chem","PTL_mgPm3",280
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",111.3
"nrsa1314_chem","PTL_mgPm3",78
"nrsa1314_chem","PTL_mgPm3",157
"nrsa1314_chem","PTL_mgPm3",17.8
"nrsa1314_chem","PTL_mgPm3",15.8
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",532.3
"nrsa1314_chem","PTL_mgPm3",41.8
"nrsa1314_chem","PTL_mgPm3",140.6
"nrsa1314_chem","PTL_mgPm3",425.1
"nrsa1314_chem","PTL_mgPm3",94.2
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",30.3
"nrsa1314_chem","PTL_mgPm3",314.8
"nrsa1314_chem","PTL_mgPm3",21.9
"nrsa1314_chem","PTL_mgPm3",88.5
"nrsa1314_chem","PTL_mgPm3",79.6
"nrsa1314_chem","PTL_mgPm3",42.5
"nrsa1314_chem","PTL_mgPm3",27.5
"nrsa1314_chem","PTL_mgPm3",12.4
"nrsa1314_chem","PTL_mgPm3",28.2
"nrsa1314_chem","PTL_mgPm3",1555.6
"nrsa1314_chem","PTL_mgPm3",77.8
"nrsa1314_chem","PTL_mgPm3",35.1
"nrsa1314_chem","PTL_mgPm3",40.6
"nrsa1314_chem","PTL_mgPm3",69.1
"nrsa1314_chem","PTL_mgPm3",91.6
"nrsa1314_chem","PTL_mgPm3",40.4
"nrsa1314_chem","PTL_mgPm3",94
"nrsa1314_chem","PTL_mgPm3",16.5
"nrsa1314_chem","PTL_mgPm3",214.5
"nrsa1314_chem","PTL_mgPm3",197.9
"nrsa1314_chem","PTL_mgPm3",132.3
"nrsa1314_chem","PTL_mgPm3",335.9
"nrsa1314_chem","PTL_mgPm3",80.8
"nrsa1314_chem","PTL_mgPm3",24.7
"nrsa1314_chem","PTL_mgPm3",35.5
"nrsa1314_chem","PTL_mgPm3",20.9
"nrsa1314_chem","PTL_mgPm3",120.6
"nrsa1314_chem","PTL_mgPm3",47.5
"nrsa1314_chem","PTL_mgPm3",114.4
"nrsa1314_chem","PTL_mgPm3",154.1
"nrsa1314_chem","PTL_mgPm3",180
"nrsa1314_chem","PTL_mgPm3",210
"nrsa1314_chem","PTL_mgPm3",131.4
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",107
"nrsa1314_chem","PTL_mgPm3",203.1
"nrsa1314_chem","PTL_mgPm3",46.4
"nrsa1314_chem","PTL_mgPm3",61.9
"nrsa1314_chem","PTL_mgPm3",315.3
"nrsa1314_chem","PTL_mgPm3",99.3
"nrsa1314_chem","PTL_mgPm3",319.3
"nrsa1314_chem","PTL_mgPm3",277.2
"nrsa1314_chem","PTL_mgPm3",51.9
"nrsa1314_chem","PTL_mgPm3",149.8
"nrsa1314_chem","PTL_mgPm3",45.7
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",451.3
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",39.9
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",109
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",29.1
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",263
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",160
"nrsa1314_chem","PTL_mgPm3",122.3
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",256
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",300
"nrsa1314_chem","PTL_mgPm3",186
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",54
"nrsa1314_chem","PTL_mgPm3",76
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",100
"nrsa1314_chem","PTL_mgPm3",18.8
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",222
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",136
"nrsa1314_chem","PTL_mgPm3",95
"nrsa1314_chem","PTL_mgPm3",178
"nrsa1314_chem","PTL_mgPm3",280
"nrsa1314_chem","PTL_mgPm3",329
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",55
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",80
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",185
"nrsa1314_chem","PTL_mgPm3",25.4
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",110
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",100
"nrsa1314_chem","PTL_mgPm3",285
"nrsa1314_chem","PTL_mgPm3",112
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",197
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",18.9
"nrsa1314_chem","PTL_mgPm3",4.1
"nrsa1314_chem","PTL_mgPm3",342
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",202
"nrsa1314_chem","PTL_mgPm3",235
"nrsa1314_chem","PTL_mgPm3",103
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",189
"nrsa1314_chem","PTL_mgPm3",137
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",83
"nrsa1314_chem","PTL_mgPm3",343
"nrsa1314_chem","PTL_mgPm3",247
"nrsa1314_chem","PTL_mgPm3",139
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",95
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",51
