"origin","quantity","value"
"nrsa1314_chem","PTL_mgPm3",179
"nrsa1314_chem","PTL_mgPm3",151
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",360
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",464
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",131
"nrsa1314_chem","PTL_mgPm3",145
"nrsa1314_chem","PTL_mgPm3",91
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",427
"nrsa1314_chem","PTL_mgPm3",145
"nrsa1314_chem","PTL_mgPm3",336
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",7.1
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",246
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",120
"nrsa1314_chem","PTL_mgPm3",105
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",167
"nrsa1314_chem","PTL_mgPm3",613
"nrsa1314_chem","PTL_mgPm3",241
"nrsa1314_chem","PTL_mgPm3",2890
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",4
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",72
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",120
"nrsa1314_chem","PTL_mgPm3",84
"nrsa1314_chem","PTL_mgPm3",70
"nrsa1314_chem","PTL_mgPm3",94
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",85
"nrsa1314_chem","PTL_mgPm3",252
"nrsa1314_chem","PTL_mgPm3",14.7
"nrsa1314_chem","PTL_mgPm3",243
"nrsa1314_chem","PTL_mgPm3",132
"nrsa1314_chem","PTL_mgPm3",168
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",638
"nrsa1314_chem","PTL_mgPm3",201
"nrsa1314_chem","PTL_mgPm3",109
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",199
"nrsa1314_chem","PTL_mgPm3",92
"nrsa1314_chem","PTL_mgPm3",295
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",92
"nrsa1314_chem","PTL_mgPm3",221
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",55
"nrsa1314_chem","PTL_mgPm3",206
"nrsa1314_chem","PTL_mgPm3",755
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",157
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",66
"nrsa1314_chem","PTL_mgPm3",131
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",89.2
"nrsa1314_chem","PTL_mgPm3",54
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",158
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",105
"nrsa1314_chem","PTL_mgPm3",707
"nrsa1314_chem","PTL_mgPm3",10.1
"nrsa1314_chem","PTL_mgPm3",13.9
"nrsa1314_chem","PTL_mgPm3",215
"nrsa1314_chem","PTL_mgPm3",217
"nrsa1314_chem","PTL_mgPm3",473
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",1242
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",116
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",105
"nrsa1314_chem","PTL_mgPm3",152
"nrsa1314_chem","PTL_mgPm3",66
"nrsa1314_chem","PTL_mgPm3",199
"nrsa1314_chem","PTL_mgPm3",247
"nrsa1314_chem","PTL_mgPm3",82
"nrsa1314_chem","PTL_mgPm3",420
"nrsa1314_chem","PTL_mgPm3",158
"nrsa1314_chem","PTL_mgPm3",171
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",223
"nrsa1314_chem","PTL_mgPm3",185
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",121
"nrsa1314_chem","PTL_mgPm3",16.1
"nrsa1314_chem","PTL_mgPm3",232
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",221
"nrsa1314_chem","PTL_mgPm3",168
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",2
"nrsa1314_chem","PTL_mgPm3",1
"nrsa1314_chem","PTL_mgPm3",54
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",65
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",111
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",84
"nrsa1314_chem","PTL_mgPm3",298
"nrsa1314_chem","PTL_mgPm3",239
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",56
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",318
"nrsa1314_chem","PTL_mgPm3",206
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",211
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",125
"nrsa1314_chem","PTL_mgPm3",141
"nrsa1314_chem","PTL_mgPm3",91
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",145
"nrsa1314_chem","PTL_mgPm3",406
"nrsa1314_chem","PTL_mgPm3",148
"nrsa1314_chem","PTL_mgPm3",346
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",143
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",111
"nrsa1314_chem","PTL_mgPm3",138
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",11
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",72
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",82
"nrsa1314_chem","PTL_mgPm3",143
"nrsa1314_chem","PTL_mgPm3",140
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",53
"nrsa1314_chem","PTL_mgPm3",232
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",154
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",120
"nrsa1314_chem","PTL_mgPm3",145
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",224
"nrsa1314_chem","PTL_mgPm3",189
"nrsa1314_chem","PTL_mgPm3",110
"nrsa1314_chem","PTL_mgPm3",565
"nrsa1314_chem","PTL_mgPm3",10.3
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",220
"nrsa1314_chem","PTL_mgPm3",11
"nrsa1314_chem","PTL_mgPm3",184
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",177
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",84
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",85
"nrsa1314_chem","PTL_mgPm3",311
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",288
"nrsa1314_chem","PTL_mgPm3",17
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",62.9
"nrsa1314_chem","PTL_mgPm3",111
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",74
"nrsa1314_chem","PTL_mgPm3",157
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",371
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",123
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",86
"nrsa1314_chem","PTL_mgPm3",320
"nrsa1314_chem","PTL_mgPm3",7
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",244
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",177
"nrsa1314_chem","PTL_mgPm3",131
"nrsa1314_chem","PTL_mgPm3",280
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",119
"nrsa1314_chem","PTL_mgPm3",305
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",6.4
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",542
"nrsa1314_chem","PTL_mgPm3",130
"nrsa1314_chem","PTL_mgPm3",80
"nrsa1314_chem","PTL_mgPm3",43
"nrsa1314_chem","PTL_mgPm3",698
"nrsa1314_chem","PTL_mgPm3",1576
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",100
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",132
"nrsa1314_chem","PTL_mgPm3",394
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",65
"nrsa1314_chem","PTL_mgPm3",817
"nrsa1314_chem","PTL_mgPm3",4.1
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",252
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",110
"nrsa1314_chem","PTL_mgPm3",9
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",280
"nrsa1314_chem","PTL_mgPm3",199
"nrsa1314_chem","PTL_mgPm3",198
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",178
"nrsa1314_chem","PTL_mgPm3",1666
"nrsa1314_chem","PTL_mgPm3",187
"nrsa1314_chem","PTL_mgPm3",237
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",23
"nrsa1314_chem","PTL_mgPm3",284
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",371
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",222
"nrsa1314_chem","PTL_mgPm3",785
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",243
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",218
"nrsa1314_chem","PTL_mgPm3",103
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",427
"nrsa1314_chem","PTL_mgPm3",32.8
"nrsa1314_chem","PTL_mgPm3",98
"nrsa1314_chem","PTL_mgPm3",17
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",147
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",225
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",392
"nrsa1314_chem","PTL_mgPm3",150
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",114
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",71
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",370
"nrsa1314_chem","PTL_mgPm3",98
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",75
"nrsa1314_chem","PTL_mgPm3",17
"nrsa1314_chem","PTL_mgPm3",166
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",9
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",18
"nrsa1314_chem","PTL_mgPm3",77
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",49
"nrsa1314_chem","PTL_mgPm3",120
"nrsa1314_chem","PTL_mgPm3",217
"nrsa1314_chem","PTL_mgPm3",37
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",330
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",133
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",215
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",304
"nrsa1314_chem","PTL_mgPm3",586
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",271
"nrsa1314_chem","PTL_mgPm3",164
"nrsa1314_chem","PTL_mgPm3",157
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",136
"nrsa1314_chem","PTL_mgPm3",277
"nrsa1314_chem","PTL_mgPm3",2262
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",62
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",113
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",98
"nrsa1314_chem","PTL_mgPm3",128
"nrsa1314_chem","PTL_mgPm3",173
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",350
"nrsa1314_chem","PTL_mgPm3",185
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",285
"nrsa1314_chem","PTL_mgPm3",236
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",52
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",213
"nrsa1314_chem","PTL_mgPm3",10.6
"nrsa1314_chem","PTL_mgPm3",135
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",107
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",398
"nrsa1314_chem","PTL_mgPm3",36
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",90
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",66
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",1890
"nrsa1314_chem","PTL_mgPm3",27
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",73
"nrsa1314_chem","PTL_mgPm3",40
"nrsa1314_chem","PTL_mgPm3",303
"nrsa1314_chem","PTL_mgPm3",159
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",91
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",9
"nrsa1314_chem","PTL_mgPm3",238
"nrsa1314_chem","PTL_mgPm3",115
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",50
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",37
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",406
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",482
"nrsa1314_chem","PTL_mgPm3",90
"nrsa1314_chem","PTL_mgPm3",474
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",25
"nrsa1314_chem","PTL_mgPm3",72
"nrsa1314_chem","PTL_mgPm3",191
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",79
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",35
"nrsa1314_chem","PTL_mgPm3",209
"nrsa1314_chem","PTL_mgPm3",65
"nrsa1314_chem","PTL_mgPm3",119
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",19
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",107
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",78
"nrsa1314_chem","PTL_mgPm3",22
"nrsa1314_chem","PTL_mgPm3",185
"nrsa1314_chem","PTL_mgPm3",58
"nrsa1314_chem","PTL_mgPm3",325
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",37
"nrsa1314_chem","PTL_mgPm3",87
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",120
"nrsa1314_chem","PTL_mgPm3",131
"nrsa1314_chem","PTL_mgPm3",5
"nrsa1314_chem","PTL_mgPm3",29
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",57
"nrsa1314_chem","PTL_mgPm3",6
"nrsa1314_chem","PTL_mgPm3",67
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",147
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",7
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",94
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",99
"nrsa1314_chem","PTL_mgPm3",3009
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",62.8
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",562
"nrsa1314_chem","PTL_mgPm3",5
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",64
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",46
"nrsa1314_chem","PTL_mgPm3",38
"nrsa1314_chem","PTL_mgPm3",159
"nrsa1314_chem","PTL_mgPm3",840
"nrsa1314_chem","PTL_mgPm3",2095
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",299
"nrsa1314_chem","PTL_mgPm3",9
"nrsa1314_chem","PTL_mgPm3",12
"nrsa1314_chem","PTL_mgPm3",10.1
"nrsa1314_chem","PTL_mgPm3",48
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",162
"nrsa1314_chem","PTL_mgPm3",8
"nrsa1314_chem","PTL_mgPm3",91
"nrsa1314_chem","PTL_mgPm3",363
"nrsa1314_chem","PTL_mgPm3",171
"nrsa1314_chem","PTL_mgPm3",13
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",54
"nrsa1314_chem","PTL_mgPm3",549
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",15
"nrsa1314_chem","PTL_mgPm3",98
"nrsa1314_chem","PTL_mgPm3",395
"nrsa1314_chem","PTL_mgPm3",35.8
"nrsa1314_chem","PTL_mgPm3",34
"nrsa1314_chem","PTL_mgPm3",24.5
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",44
"nrsa1314_chem","PTL_mgPm3",10
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",77.9
"nrsa1314_chem","PTL_mgPm3",594
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",68
"nrsa1314_chem","PTL_mgPm3",85
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",59
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",126
"nrsa1314_chem","PTL_mgPm3",104
"nrsa1314_chem","PTL_mgPm3",16
"nrsa1314_chem","PTL_mgPm3",203
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",24
"nrsa1314_chem","PTL_mgPm3",20
"nrsa1314_chem","PTL_mgPm3",59.3
"nrsa1314_chem","PTL_mgPm3",119
"nrsa1314_chem","PTL_mgPm3",95
"nrsa1314_chem","PTL_mgPm3",108
"nrsa1314_chem","PTL_mgPm3",26
"nrsa1314_chem","PTL_mgPm3",50.5
"nrsa1314_chem","PTL_mgPm3",11
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",385
"nrsa1314_chem","PTL_mgPm3",21.9
"nrsa1314_chem","PTL_mgPm3",129
"nrsa1314_chem","PTL_mgPm3",69
"nrsa1314_chem","PTL_mgPm3",21
"nrsa1314_chem","PTL_mgPm3",14
"nrsa1314_chem","PTL_mgPm3",31
"nrsa1314_chem","PTL_mgPm3",28
"nrsa1314_chem","PTL_mgPm3",76
"nrsa1314_chem","PTL_mgPm3",6
"nrsa1314_chem","PTL_mgPm3",81
"nrsa1314_chem","PTL_mgPm3",224.8
"nrsa1314_chem","PTL_mgPm3",86.7
"nrsa1314_chem","PTL_mgPm3",38.4
"nrsa1314_chem","PTL_mgPm3",93
"nrsa1314_chem","PTL_mgPm3",124
"nrsa1314_chem","PTL_mgPm3",731
"nrsa1314_chem","PTL_mgPm3",124
"nrsa1314_chem","PTL_mgPm3",3117
"nrsa1314_chem","PTL_mgPm3",47
"nrsa1314_chem","PTL_mgPm3",41
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",55
"nrsa1314_chem","PTL_mgPm3",51
"nrsa1314_chem","PTL_mgPm3",892
"nrsa1314_chem","PTL_mgPm3",509
"nrsa1314_chem","PTL_mgPm3",2652
"nrsa1314_chem","PTL_mgPm3",61
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",88
"nrsa1314_chem","PTL_mgPm3",45
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",39
"nrsa1314_chem","PTL_mgPm3",104
"nrsa1314_chem","PTL_mgPm3",283
"nrsa1314_chem","PTL_mgPm3",32
"nrsa1314_chem","PTL_mgPm3",237
"nrsa1314_chem","PTL_mgPm3",33
"nrsa1314_chem","PTL_mgPm3",60
"nrsa1314_chem","PTL_mgPm3",30
"nrsa1314_chem","PTL_mgPm3",63
"nrsa1314_chem","PTL_mgPm3",42
"nrsa1314_chem","PTL_mgPm3",117
