UID,SITE_ID,VISIT_NO,DATE_COL,AGGR_ECO3_2015,AGGR_ECO9_2015,STATE,ECO_BIO,LAB,d18O_H2O,dD_H2O,E_I,RT,PUBLICATION_DATE
2008073,NLA06608-0938,1,8/7/2007,PLNLOW,UMW,MI,UMW,ISIRF,-8.12,-58.23,0.04,0.37,8/13/2018
2008074,NLA06608-0940,1,8/17/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-7.58,-75.25,0.139,0.18,8/13/2018
2008075,NLA06608-0942,1,7/10/2007,PLNLOW,UMW,MN,UMW,ISIRF,-5.73,-53.1,0.32,4.56,8/13/2018
2008076,NLA06608-0943,1,9/11/2007,EHIGH,SAP,GA,EHIGH,ISIRF,-3.72,-22.42,0.055,0.47,8/13/2018
2008077,NLA06608-0944,1,6/24/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-9.83,-84.22,0.301,0.43,8/13/2018
2008078,NLA06608-0946,1,8/14/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-3.43,-29.44,0.281,0.3,8/13/2018
2008079,NLA06608-0950,1,8/2/2007,WMTNS,XER,WY,WMTNS,ISIRF,-14.64,-119.33,0.229,1.76,8/13/2018
2008080,NLA06608-0955,1,6/3/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-13.65,-108.79,0.05,0.67,8/13/2018
2008081,NLA06608-0957,1,6/21/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-4.97,-36.06,0.157,0.51,8/13/2018
2008082,NLA06608-0958,1,8/15/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.3,-57.37,0.278,0.96,8/13/2018
2008083,NLA06608-0961,1,7/25/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-12.36,-96.11,0.142,0.49,8/13/2018
2008084,NLA06608-0962,1,7/17/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-15.36,-118.41,0.046,0.9,8/13/2018
2008085,NLA06608-0967,1,7/30/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-3.08,-32.17,0.43,0.25,8/13/2018
2008086,NLA06608-0968,1,8/1/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,0.94,-11.17,0.984,0.76,8/13/2018
2008087,NLA06608-0970,1,6/10/2007,WMTNS,XER,WY,WMTNS,ISIRF,-13.9,-112.45,0.081,3.31,8/13/2018
2008088,NLA06608-0971,1,7/26/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-5.52,-36.81,0.059,0.4,8/13/2018
2008089,NLA06608-0972,1,7/9/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-6.01,-39.57,0.008,0.01,8/13/2018
2008090,NLA06608-0974,1,7/16/2007,PLNLOW,UMW,MI,UMW,ISIRF,-7.9,-63.95,0.153,1.62,8/13/2018
2008091,NLA06608-0979,1,5/30/2007,WMTNS,WMT,SD,WMTNS,ISIRF,-6.66,-64.81,0.489,1.62,8/13/2018
2008092,NLA06608-0980,1,7/12/2007,EHIGH,SAP,IL,EHIGH,ISIRF,-3.04,-21.29,0.089,0.08,8/13/2018
2008094,NLA06608-0982,1,8/14/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-9.34,-65.82,0.062,0.57,8/13/2018
2008095,NLA06608-0984,1,9/26/2007,PLNLOW,CPL,OK,CPL,ISIRF,-4.24,-26.54,0.044,0.03,8/13/2018
2008096,NLA06608-0986,1,7/18/2007,PLNLOW,CPL,MS,CPL,ISIRF,0.48,1.96,0.376,0.75,8/13/2018
2008097,NLA06608-0987,1,7/30/2007,PLNLOW,UMW,IN,UMW,ISIRF,-3.2,-32.23,0.445,2.24,8/13/2018
2008098,NLA06608-0989,1,7/31/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-3.27,-24.6,0.147,0.14,8/13/2018
2008099,NLA06608-0990,1,7/30/2007,PLNLOW,UMW,MN,UMW,ISIRF,-3.95,-38.45,0.454,1.38,8/13/2018
2008100,NLA06608-0993,1,9/20/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-9.59,-71.25,0.059,1.57,8/13/2018
2008101,NLA06608-0994,1,8/23/2007,EHIGH,NAP,NH,EHIGH,ISIRF,-7.37,-55.35,0.105,0.34,8/13/2018
2008102,NLA06608-0996,1,6/26/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-3.66,-44.74,0.367,0.36,8/13/2018
2008103,NLA06608-0997,1,8/3/2007,EHIGH,NAP,VT,EHIGH,ISIRF,-8.27,-61.15,0.066,0.55,8/13/2018
2008105,NLA06608-1001,1,6/15/2007,PLNLOW,CPL,SC,CPL,ISIRF,-3.3,-22.18,0.074,0.06,8/13/2018
2008106,NLA06608-1002,1,6/28/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-9,-91.23,0.226,0.26,8/13/2018
2008107,NLA06608-1003,1,7/23/2007,PLNLOW,UMW,MI,UMW,ISIRF,-1.53,-23.46,0.299,1.52,8/13/2018
2008108,NLA06608-1005,1,7/19/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-4.37,-29.24,0.106,0.08,8/13/2018
2008109,NLA06608-1006,1,6/19/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.73,-42.51,0.706,1.93,8/13/2018
2008110,NLA06608-1007,1,8/2/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-4.23,-29.52,0.145,0.34,8/13/2018
2008111,NLA06608-1008,1,7/12/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-15.53,-125.64,0.256,3.7,8/13/2018
2008112,NLA06608-1010,1,8/9/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-7.39,-49.05,0.016,0.24,8/13/2018
2008113,NLA06608-1012,1,10/17/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,-1.83,-12.38,0.315,0.36,8/13/2018
2008114,NLA06608-1014,1,9/13/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4,-38.37,0.224,2.39,8/13/2018
2008115,NLA06608-1015,1,8/14/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-2.48,-24.42,0.475,0.5,8/13/2018
2008116,NLA06608-1016,1,7/23/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.47,-20.17,0.063,0.07,8/13/2018
2008117,NLA06608-1018,1,8/2/2007,PLNLOW,UMW,MN,UMW,ISIRF,-4.01,-45.92,0.479,0.47,8/13/2018
2008118,NLA06608-1022,1,7/10/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.68,-40.05,0.814,0.93,8/13/2018
2008119,NLA06608-1024,1,8/7/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-3.07,-46.85,0.81,1.28,8/13/2018
2008120,NLA06608-1034,1,8/16/2007,PLNLOW,UMW,MI,UMW,ISIRF,-5.01,-42.97,0.18,0.92,8/13/2018
2008121,NLA06608-1035,1,8/14/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-1.51,-19.12,0.61,0.95,8/13/2018
2008122,NLA06608-1036,1,6/14/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-3.13,-22.47,0.292,0.55,8/13/2018
2008123,NLA06608-1037,1,9/5/2007,PLNLOW,CPL,NJ,CPL,ISIRF,-5.72,-36.28,0.011,0.03,8/13/2018
2008124,NLA06608-1038,1,8/3/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.73,-59.81,0.251,0.92,8/13/2018
2008125,NLA06608-1039,1,8/28/2007,EHIGH,SAP,GA,EHIGH,ISIRF,2.12,5.73,0.69,1.01,8/13/2018
2008126,NLA06608-1041,1,8/16/2007,WMTNS,XER,WA,WMTNS,ISIRF,-5.1,-73.58,0.296,3.12,8/13/2018
2008127,NLA06608-1044,1,7/10/2007,EHIGH,SAP,TN,EHIGH,ISIRF,-4.19,-24.62,0.02,0.02,8/13/2018
2008128,NLA06608-1045,1,8/29/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-7.05,-55.65,0.102,2.19,8/13/2018
2008129,NLA06608-1047,1,6/26/2007,PLNLOW,CPL,TX,CPL,ISIRF,-1.63,-10.46,0.227,0.89,8/13/2018
2008130,NLA06608-1052,1,6/27/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-3.97,-34.27,0.239,0.81,8/13/2018
2008131,NLA06608-1055,1,7/24/2007,EHIGH,SAP,OH,EHIGH,ISIRF,-1.53,-21.9,0.34,0.61,8/13/2018
2008132,NLA06608-1056,1,9/27/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-2.94,-22.4,0.238,0.93,8/13/2018
2008133,NLA06608-1057,1,8/14/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-13.1,-97.19,0.018,0.31,8/13/2018
2008134,NLA06608-1058,1,9/5/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-7.09,-66.62,0.322,5.15,8/13/2018
2008135,NLA06608-1059,1,7/30/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-6.75,-51.32,0.151,0.46,8/13/2018
2008136,NLA06608-1060,1,8/14/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,2.26,0.05,0.501,0.35,8/13/2018
2008137,NLA06608-1060,2,8/14/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,2.04,-2.36,0.459,0.32,8/13/2018
2008138,NLA06608-1070,1,7/11/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-4.22,-37.93,0.45,1.24,8/13/2018
2008139,NLA06608-1073,1,8/13/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-15.84,-119.1,0.054,1.66,8/13/2018
2008140,NLA06608-1075,1,8/27/2007,PLNLOW,UMW,WI,UMW,ISIRF,-0.65,-25.87,0.87,1.66,8/13/2018
2008141,NLA06608-1083,1,6/29/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-12.44,-99.28,0.17,0.72,8/13/2018
2008142,NLA06608-1086,1,8/27/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.38,-35.59,0.853,1.12,8/13/2018
2008143,NLA06608-1087,1,7/20/2007,EHIGH,SAP,SC,EHIGH,ISIRF,-1.53,-13.5,0.271,0.31,8/13/2018
2008145,NLA06608-1089,1,7/20/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-8.25,-84.73,0.409,3.41,8/13/2018
2008146,NLA06608-1091,1,7/16/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.48,-39.5,0.575,1.51,8/13/2018
2008147,NLA06608-1096,1,8/2/2007,PLNLOW,NPL,NE,PLAINS,ISIRF,-8.7,-70.53,0.041,0.04,8/13/2018
2008148,NLA06608-1100,1,6/28/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-2.95,-20.4,0.306,1.12,8/13/2018
2008149,NLA06608-1101,1,9/9/2007,EHIGH,NAP,NJ,EHIGH,ISIRF,-3.8,-31.92,0.292,0.52,8/13/2018
2008150,NLA06608-1102,1,7/16/2007,PLNLOW,UMW,MN,UMW,ISIRF,-5.7,-56.17,0.328,3.35,8/13/2018
2008151,NLA06608-1103,1,8/28/2007,PLNLOW,TPL,OH,PLAINS,ISIRF,-5.5,-30.44,0.131,0.67,8/13/2018
2008152,NLA06608-1107,1,8/27/2007,PLNLOW,NPL,SD,PLAINS,ISIRF,-2.45,-28.12,0.638,0.34,8/13/2018
2008153,NLA06608-1108,1,6/21/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-6.2,-44.43,0.126,0.38,8/13/2018
2008154,NLA06608-1108,2,7/2/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-5.8,-42.86,0.115,0.34,8/13/2018
2008155,NLA06608-1111,1,7/10/2007,PLNLOW,TPL,MN,PLAINS,ISIRF,-3.26,-34.85,0.421,0.41,8/13/2018
2008156,NLA06608-1113,1,7/16/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-4.52,-28.37,0.044,0.25,8/13/2018
2008157,NLA06608-1114,1,6/21/2007,PLNLOW,CPL,MS,CPL,ISIRF,-2.45,-14.12,0.058,0.29,8/13/2018
2008158,NLA06608-1115,1,7/30/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-1.9,-22.76,0.164,0.4,8/13/2018
2008159,NLA06608-1119,1,8/30/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-14.8,-115.32,0.037,0.18,8/13/2018
2008160,NLA06608-1120,1,8/27/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-5.02,-32.15,0.045,0.11,8/13/2018
2008161,NLA06608-1122,1,7/26/2007,EHIGH,NAP,MA,EHIGH,ISIRF,-6.27,-44.24,0.102,0.13,8/13/2018
2008162,NLA06608-1124,1,7/17/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-5.67,-54.83,0.214,1.46,8/13/2018
2008163,NLA06608-1125,1,8/7/2007,EHIGH,NAP,CT,EHIGH,ISIRF,-6.19,-44.81,0.101,0.43,8/13/2018
2008164,NLA06608-1129,1,6/6/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-8.67,-66.32,0.115,0.69,8/13/2018
2008165,NLA06608-1130,1,8/21/2007,PLNLOW,UMW,MI,UMW,ISIRF,-8.12,-55.16,0.004,0.02,8/13/2018
2008166,NLA06608-1131,1,6/26/2007,PLNLOW,UMW,IN,UMW,ISIRF,-4.13,-34.43,0.166,2.26,8/13/2018
2008167,NLA06608-1134,1,8/7/2007,PLNLOW,UMW,MN,UMW,ISIRF,-2.28,-30.62,0.798,2.86,8/13/2018
2008168,NLA06608-1141,1,7/9/2007,WMTNS,XER,CA,WMTNS,ISIRF,-7.64,-63.49,0.159,3.5,8/13/2018
2008169,NLA06608-1143,1,7/31/2007,PLNLOW,UMW,WI,UMW,ISIRF,-9.97,-69.91,0.004,0.01,8/13/2018
2008170,NLA06608-1145,1,9/12/2007,EHIGH,SAP,PA,EHIGH,ISIRF,-3.9,-28.67,0.249,0.54,8/13/2018
2008172,NLA06608-1147,1,7/27/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-13.71,-108.86,0.157,6.23,8/13/2018
2008173,NLA06608-1148,1,7/31/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-0.27,-18.63,0.763,0.66,8/13/2018
2008174,NLA06608-1150,1,7/19/2007,PLNLOW,UMW,MN,UMW,ISIRF,-5.04,-53.33,0.411,0.92,8/13/2018
2008175,NLA06608-1151,1,7/17/2007,WMTNS,WMT,AZ,WMTNS,ISIRF,-9.16,-68.1,0.07,0.16,8/13/2018
2008176,NLA06608-1153,1,7/19/2007,WMTNS,WMT,MT,WMTNS,ISIRF,-16.36,-122.16,0.024,1.4,8/13/2018
2008177,NLA06608-1155,1,7/17/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3,-36.89,0.867,1.45,8/13/2018
2008178,NLA06608-1162,1,9/6/2007,PLNLOW,UMW,MI,UMW,ISIRF,-5.76,-50.24,0.215,1.93,8/13/2018
2008179,NLA06608-1163,1,7/2/2007,PLNLOW,UMW,IN,UMW,ISIRF,-3.35,-31.21,0.323,2.22,8/13/2018
2008180,NLA06608-1164,1,9/11/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-2.56,-14.31,0.107,0.3,8/13/2018
2008181,NLA06608-1166,1,8/14/2007,PLNLOW,UMW,WI,UMW,ISIRF,-2.58,-35.72,0.636,8.04,8/13/2018
2008182,NLA06608-1167,1,9/20/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.13,-35.14,0.203,2.12,8/13/2018
2008183,NLA06608-1170,1,7/18/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-15.29,-119.56,0.121,2.23,8/13/2018
2008184,NLA06608-1172,1,6/27/2007,EHIGH,SAP,IN,EHIGH,ISIRF,-4.3,-30.98,0.106,0.35,8/13/2018
2008185,NLA06608-1174,1,8/15/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-11.54,-84.63,0.069,1.04,8/13/2018
2008186,NLA06608-1175,1,8/21/2007,PLNLOW,UMW,MN,UMW,ISIRF,-1.94,-23.51,0.594,1.12,8/13/2018
2008187,NLA06608-1177,1,6/28/2007,PLNLOW,CPL,NC,CPL,ISIRF,-4.68,-27.29,0.023,0.02,8/13/2018
2008188,NLA06608-1179,1,8/1/2007,PLNLOW,TPL,IL,PLAINS,ISIRF,-0.28,-17.05,0.431,0.32,8/13/2018
2008189,NLA06608-1181,1,6/26/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-2.58,-22.03,0.14,0.08,8/13/2018
2008190,NLA06608-1183,1,8/29/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-13.82,-108.2,0.144,1.7,8/13/2018
2008191,NLA06608-1185,1,8/16/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.28,5.04,0.326,0.22,8/13/2018
2008192,NLA06608-1189,1,9/21/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-6.16,-48.34,0.136,0.71,8/13/2018
2008193,NLA06608-1190,1,6/25/2007,WMTNS,WMT,OR,WMTNS,ISIRF,-7.52,-54.06,0.062,0.17,8/13/2018
2008194,NLA06608-1191,1,8/6/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,-3.25,-17.94,0.044,0.03,8/13/2018
2008195,NLA06608-1195,1,7/2/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-5.11,-40.5,0.204,0.88,8/13/2018
2008196,NLA06608-1198,1,7/25/2007,PLNLOW,UMW,MN,UMW,ISIRF,-4.43,-43.09,0.426,2.5,8/13/2018
2008197,NLA06608-1199,1,8/15/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-4.82,-35.53,0.102,0.51,8/13/2018
2008198,NLA06608-1204,1,8/28/2007,EHIGH,SAP,AR,EHIGH,ISIRF,-2.03,-13.85,0.161,1.15,8/13/2018
2008199,NLA06608-1206,1,8/2/2007,PLNLOW,UMW,MI,UMW,ISIRF,-4.65,-47.76,0.32,0.47,8/13/2018
2008200,NLA06608-1207,1,7/26/2007,PLNLOW,UMW,WI,UMW,ISIRF,-7.4,-55.52,0.107,0.51,8/13/2018
2008201,NLA06608-1208,1,7/12/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-2.19,-21.66,0.346,0.48,8/13/2018
2008202,NLA06608-1208,2,7/25/2007,PLNLOW,SPL,KS,PLAINS,ISIRF,-2.24,-19.04,0.355,0.49,8/13/2018
2008203,NLA06608-1209,1,8/15/2007,EHIGH,NAP,PA,EHIGH,ISIRF,-6.25,-42.4,0.07,0.14,8/13/2018
2008204,NLA06608-1210,1,8/15/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-2.51,-38.02,0.875,0.77,8/13/2018
2008207,NLA06608-1217,1,7/24/2007,WMTNS,WMT,WA,WMTNS,ISIRF,-11.8,-96.36,0.119,0.06,8/13/2018
2008208,NLA06608-1219,1,8/20/2007,PLNLOW,NPL,ND,PLAINS,ISIRF,-3.29,-38.07,0.829,0.75,8/13/2018
2008209,NLA06608-1220,1,7/11/2007,PLNLOW,CPL,TN,CPL,ISIRF,-2.37,-16.15,0.172,0.16,8/13/2018
2008210,NLA06608-1222,1,7/31/2007,PLNLOW,CPL,MA,CPL,ISIRF,-2.24,-22.69,0.347,1.03,8/13/2018
2008211,NLA06608-1223,1,7/24/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-0.68,-15.72,0.82,0.76,8/13/2018
2008212,NLA06608-1224,1,7/12/2007,PLNLOW,SPL,TX,PLAINS,ISIRF,0.94,2.87,0.553,1.18,8/13/2018
2008213,NLA06608-1227,1,7/3/2007,PLNLOW,TPL,IN,PLAINS,ISIRF,-1.1,-17.67,0.32,1.2,8/13/2018
2008214,NLA06608-1232,1,8/22/2007,PLNLOW,TPL,MO,PLAINS,ISIRF,0.86,-5.16,0.663,2.63,8/13/2018
2008215,NLA06608-1236,1,8/16/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-2.33,-30.57,0.424,0.62,8/13/2018
2008216,NLA06608-1238,1,8/16/2007,EHIGH,NAP,ME,EHIGH,ISIRF,-6.56,-48.87,0.181,2.46,8/13/2018
2008217,NLA06608-1239,1,7/24/2007,PLNLOW,UMW,MN,UMW,ISIRF,-0.69,-20.92,0.76,0.91,8/13/2018
2008218,NLA06608-1240,1,7/18/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-3.99,-21.07,0.13,0.32,8/13/2018
2008219,NLA06608-1241,1,6/23/2007,EHIGH,SAP,NC,EHIGH,ISIRF,-3.31,-20.94,0.099,0.22,8/13/2018
2008220,NLA06608-1242,1,7/10/2007,PLNLOW,TPL,WI,PLAINS,ISIRF,-1.95,-28.81,0.593,2.19,8/13/2018
2008221,NLA06608-1243,1,8/7/2007,PLNLOW,UMW,IN,UMW,ISIRF,-5.39,-40.23,0.072,0.36,8/13/2018
2008222,NLA06608-1244,1,8/7/2007,PLNLOW,SPL,NE,PLAINS,ISIRF,-2.03,-28.84,0.629,0.73,8/13/2018
2008223,NLA06608-1245,1,6/29/2007,PLNLOW,CPL,NC,CPL,ISIRF,1.34,4.08,0.344,0.23,8/13/2018
2008224,NLA06608-1255,1,8/15/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.21,-30.7,0.645,0.45,8/13/2018
2008225,NLA06608-1256,1,7/17/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-5.36,-34.87,0.106,0.15,8/13/2018
2008226,NLA06608-1258,1,8/22/2007,PLNLOW,UMW,MI,UMW,ISIRF,-1.32,-24.24,0.471,0.36,8/13/2018
2008227,NLA06608-1259,1,6/21/2007,WMTNS,WMT,WY,WMTNS,ISIRF,-17.59,-131.01,0.005,0.27,8/13/2018
2008228,NLA06608-1261,1,6/25/2007,WMTNS,XER,NV,WMTNS,ISIRF,-6.54,-74.29,0.272,0.13,8/13/2018
2008229,NLA06608-1262,1,7/9/2007,PLNLOW,UMW,MN,UMW,ISIRF,-7.25,-54.8,0.202,0.37,8/13/2018
2008230,NLA06608-1263,1,8/23/2007,EHIGH,SAP,KY,EHIGH,ISIRF,-3.67,-27.67,0.183,0.46,8/13/2018
2008231,NLA06608-1266,1,7/12/2007,WMTNS,XER,OR,WMTNS,ISIRF,0.68,-35.77,0.97,0.88,8/13/2018
2008232,NLA06608-1268,1,7/17/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-3.62,-28.07,0.228,0.5,8/13/2018
2008233,NLA06608-1269,1,7/24/2007,WMTNS,XER,CA,WMTNS,ISIRF,-2.37,-33.52,0.356,1.35,8/13/2018
2008234,NLA06608-1270,1,8/30/2007,WMTNS,XER,WY,WMTNS,ISIRF,-16.43,-122.12,0.013,0.14,8/13/2018
2008235,NLA06608-1271,1,8/7/2007,PLNLOW,TPL,IA,PLAINS,ISIRF,-1.49,-23.09,0.564,0.55,8/13/2018
2008236,NLA06608-1273,1,9/7/2007,EHIGH,SAP,NJ,EHIGH,ISIRF,-4.95,-33.09,0.083,0.08,8/13/2018
2008237,NLA06608-1274,1,8/1/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.28,-58.79,0.298,1.65,8/13/2018
2008238,NLA06608-1278,1,8/21/2007,PLNLOW,TPL,ND,PLAINS,ISIRF,-4.92,-50.25,0.509,2.22,8/13/2018
2008239,NLA06608-1279,1,8/26/2007,WMTNS,WMT,NM,WMTNS,ISIRF,-8.41,-63.29,0.106,0.26,8/13/2018
2008240,NLA06608-1281,1,7/18/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-10.03,-90.15,0.26,1.58,8/13/2018
2008241,NLA06608-1283,1,6/27/2007,PLNLOW,UMW,MN,UMW,ISIRF,-6.45,-50.91,0.186,0.52,8/13/2018
2008242,NLA06608-1284,1,8/24/2007,WMTNS,XER,NM,WMTNS,ISIRF,-10.43,-79.25,0.094,1.59,8/13/2018
2008243,NLA06608-1288,1,8/27/2007,PLNLOW,CPL,AR,CPL,ISIRF,-2.91,-15.67,0.052,0.15,8/13/2018
2008244,NLA06608-1292,1,7/20/2007,PLNLOW,TPL,KS,PLAINS,ISIRF,-2.42,-15.11,0.182,0.68,8/13/2018
2008245,NLA06608-1295,1,7/12/2007,WMTNS,XER,NM,WMTNS,ISIRF,-3.11,-45.22,0.434,0.1,8/13/2018
2008246,NLA06608-1297,1,9/13/2007,WMTNS,XER,WA,WMTNS,ISIRF,-13.57,-111.43,0.294,0.49,8/13/2018
2008247,NLA06608-1300,1,8/15/2007,PLNLOW,SPL,NM,PLAINS,ISIRF,-3.05,-34,0.303,2.91,8/13/2018
2008248,NLA06608-1303,1,8/8/2007,PLNLOW,UMW,MN,UMW,ISIRF,-4.28,-35.65,0.293,0.56,8/13/2018
2008249,NLA06608-1312,1,9/27/2007,EHIGH,SAP,MO,EHIGH,ISIRF,-0.75,-13.74,0.396,1.08,8/13/2018
2008250,NLA06608-1316,1,8/17/2007,EHIGH,SAP,KY,EHIGH,ISIRF,0.61,-4,0.421,0.26,8/13/2018
2008251,NLA06608-1319,1,8/7/2007,PLNLOW,TPL,SD,PLAINS,ISIRF,-2.04,-26.59,0.826,1.38,8/13/2018
2008252,NLA06608-1321,1,8/1/2007,WMTNS,WMT,UT,WMTNS,ISIRF,-14.82,-113.06,0.019,0.4,8/13/2018
2008253,NLA06608-1323,1,6/26/2007,EHIGH,SAP,AL,EHIGH,ISIRF,-3.12,-18.19,0.07,0.4,8/13/2018
2008254,NLA06608-1326,1,8/6/2007,PLNLOW,UMW,MN,UMW,ISIRF,-1.49,-28.64,0.844,1.12,8/13/2018
2008255,NLA06608-1329,1,8/8/2007,WMTNS,WMT,ID,WMTNS,ISIRF,-14.32,-108.56,0.082,0.24,8/13/2018
2008256,NLA06608-1332,1,8/21/2007,PLNLOW,TPL,KY,PLAINS,ISIRF,-0.38,-9.24,0.332,0.12,8/13/2018
2008257,NLA06608-1333,1,9/24/2007,EHIGH,NAP,NY,EHIGH,ISIRF,-7.79,-56.94,0.054,0.45,8/13/2018
2008258,NLA06608-1334,1,7/31/2007,PLNLOW,UMW,MI,UMW,ISIRF,-9.72,-74.31,0.028,0.33,8/13/2018
2008259,NLA06608-1334,2,8/14/2007,PLNLOW,UMW,MI,UMW,ISIRF,-10.31,-74.07,0.018,0.33,8/13/2018
2008260,NLA06608-1336,1,9/19/2007,PLNLOW,SPL,OK,PLAINS,ISIRF,-6.51,-45.48,0.093,0.09,8/13/2018
2008261,NLA06608-1338,1,6/27/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-10.87,-101.44,0.151,0.11,8/13/2018
2008262,NLA06608-1339,1,8/30/2007,PLNLOW,SPL,CO,PLAINS,ISIRF,-5.33,-63.2,0.298,1,8/13/2018
2008263,NLA06608-1342,1,7/17/2007,PLNLOW,UMW,MN,UMW,ISIRF,-9.03,-65.85,0.088,0.22,8/13/2018
2008264,NLA06608-1344,1,7/10/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-9.46,-93.56,0.319,1.35,8/13/2018
2008265,NLA06608-1346,1,7/12/2007,EHIGH,SAP,WV,EHIGH,ISIRF,-7.32,-52.3,0.115,0.33,8/13/2018
2008266,NLA06608-1347,1,6/28/2007,PLNLOW,UMW,MN,UMW,ISIRF,-8.08,-61.12,0.162,0.6,8/13/2018
2008267,NLA06608-1348,1,8/8/2007,EHIGH,SAP,VA,EHIGH,ISIRF,-5.89,-37.05,0.068,0.69,8/13/2018
2008268,NLA06608-1349,1,8/23/2007,PLNLOW,CPL,FL,CPL,ISIRF,1.68,5.93,0.283,0.33,8/13/2018
2008269,NLA06608-1354,1,7/28/2007,PLNLOW,NPL,MT,PLAINS,ISIRF,-16.95,-131.29,0.101,1.53,8/13/2018
2008270,NLA06608-1355,1,7/3/2007,PLNLOW,UMW,IN,UMW,ISIRF,-3.14,-27.94,0.148,2.22,8/13/2018
2008271,NLA06608-1355,2,8/21/2007,PLNLOW,UMW,IN,UMW,ISIRF,-2.93,-26.55,0.165,2.47,8/13/2018
