"apmax","r","b","numNA","intercept","slope","intercept_pvalue","slope_pvalue","R2"
0.0813850124366581,0.162954185158014,0.545952519401908,4,-0.612059582893497,0.90336649777766,0.000308236901254999,0.0289135987560442,0.585633342522475
0.100368936220184,0.619843738619238,0.759128825040534,5,-1.01286762458944,0.831077795415954,6.21721641721871e-08,0.00048728001935202,0.503388958958334
0.231330932863057,0.53329721512273,0.200775333214551,6,-0.803452451150435,0.885289016154506,6.18377483650293e-06,0.0128120677850873,0.557876012526907
0.0527654442004859,0.943116301205009,0.693713971879333,6,-1.18508091246481,0.864745734621168,3.0650513296676e-09,0.00842078917013085,0.492801355627963
0.245556245278567,0.677974535385147,0.418307790299878,6,-1.01484044719585,0.873824390470299,4.84471862399011e-08,0.00846187582504514,0.532400811316246
0.18963743369095,0.888346291380003,0.266928762430325,8,-1.09403745982231,0.898748586008316,1.18702262751226e-08,0.0397101592812119,0.53354520653462
0.101408805279061,0.751471189083531,0.646008433075622,5,-1.18089918032204,0.875052950059317,1.07638091584765e-09,0.0113797912092262,0.51715329054247
0.103963171923533,0.290238650282845,0.644263067282736,3,-0.847627123566251,0.882825174902445,3.0848655380257e-06,0.0126106944548915,0.544588000491447
0.24318314245902,0.692385328700766,0.855435450095683,8,-1.09592187053937,0.859514262269371,5.78388849239422e-09,0.00366827513643127,0.522028440494023
0.0644224102143198,0.595224753255025,0.891535768518224,6,-1.04859790948946,0.834668093384718,1.667861236504e-08,0.000543322487823233,0.512852475294176
0.17576599996537,0.109509640838951,0.465956991771236,3,-0.434105886903944,0.935910264101961,0.00515031515601702,0.113104326433152,0.642976989914447
0.247826769854873,0.475340735167265,0.383701017824933,5,-0.861882832433152,0.870489417030843,2.62755122892851e-06,0.00656207283968835,0.532709370279704
0.10369267668575,0.306899599032477,0.808982557384297,3,-0.91720008037673,0.889454646323204,4.56417985572629e-07,0.0177085521885562,0.551864020304459
0.193707232596353,0.111500695114955,0.992925413185731,6,-0.440274631325098,0.911685853822,0.00533910613722823,0.0328568331490814,0.62332081423239
0.226487446995452,0.135906632291153,0.00247301580384374,1,0.433103123441324,0.968219984385093,2.12014117377634e-05,0.224611192712139,0.820343822394108
0.195310492906719,0.0226560989394784,0.642840709071606,2,0.134034360019273,0.950167127132785,0.234270484746041,0.0899426753417305,0.77813044297408
0.166534749371931,0.421808038605377,0.387683483306319,2,-0.921562728700068,0.885439119904573,5.36268352341938e-07,0.0153346809017972,0.542103446502225
0.180297921830788,0.552666836418211,0.444132709410042,6,-0.931035550846812,0.847314980615683,4.32666776425322e-07,0.00137867345696291,0.520440619589894
0.212900923611596,0.440942738438025,0.228240694617853,1,-0.840513674543984,0.906965396818577,2.2588596942122e-06,0.0413428678120761,0.569967977570697
0.0707948312163353,0.164169644238427,0.405028079636395,1,-0.643631947633016,0.917191611071314,0.000120115708094315,0.055224837838085,0.601537429378826
0.163548904284835,0.227713825879619,0.683559675933793,3,-0.765209973442525,0.903481807949694,1.33541191576359e-05,0.0334500033737412,0.572227990518093
0.0629199038259685,0.542067443719134,0.824002563720569,8,-0.947433538572821,0.812312006678703,3.49134476133071e-07,0.000111342903052777,0.494376415219557
0.208987836167216,0.758926966460422,0.879196117632091,5,-1.20153649654358,0.886984017692209,4.81226127475817e-10,0.0210742002222519,0.527254149113058
0.0551187545061111,0.436959733720869,0.574817413697019,3,-0.964580240982041,0.853380996630299,2.71358915943076e-07,0.00246108179036121,0.513801822905339
0.0524558930192143,0.269832298625261,0.555495230481029,2,-0.872235048264043,0.894125171411871,1.236077640457e-06,0.0217314083553022,0.55856892371044
0.134075670083985,0.500799764646217,0.230764241423458,5,-0.828353442771825,0.85157878889809,4.7940681633059e-06,0.00165186234081624,0.527822216036389
0.0503099201712757,0.528993405867368,0.519427405204624,7,-0.990652381819332,0.83212056722043,1.01944695585434e-07,0.000491211325646643,0.508523735333852
0.106310553243384,0.206420151982456,0.546065106056631,3,-0.710880894675577,0.899215083059861,4.12932454542125e-05,0.0248420451101764,0.575206326697084
0.0843828666955233,0.0177813111804426,0.302059689071029,3,0.191277763121251,0.955221042272818,0.0793188089812522,0.115790426781323,0.791065225573344
0.0833907934837043,0.374132529599592,0.482457524165511,4,-0.892862169702024,0.860179957922318,1.1042461955047e-06,0.00319888693306058,0.528721459130707
0.203440079698339,0.449791630031541,0.177697663661093,5,-0.74686526543948,0.8920707633092,2.16455010629981e-05,0.0180899957022102,0.565138056981505
0.114707493316382,0.736416689353064,0.0313386823982,4,-0.576821714407523,0.924795259519931,0.000319779762120238,0.0711140099590911,0.624717604591768
0.124733983911574,0.933722455287352,0.867319393204525,5,-1.24840779946685,0.891412310769132,4.98262437133315e-10,0.0334603703285629,0.508762107442763
0.219318276131526,0.359473319724202,0.365992906503379,6,-0.81567793366922,0.887411845091266,5.46396784367683e-06,0.0155209329330933,0.554266571115033
0.102932450175285,0.459692274220288,0.654629445401952,4,-0.940814266866816,0.845538696032663,4.81340969024791e-07,0.00142417834809642,0.510409891715691
0.185506538441405,0.761968427337706,0.887252106098458,6,-1.18380269469663,0.877585154672613,9.25092894490962e-10,0.0130322359720905,0.520023462698768
0.0641780044417828,0.159437301103026,0.145618160022423,3,-0.535821999963851,0.922468728707719,0.000871475151700598,0.0632522185096834,0.622018962462835
0.17294283490628,0.71325200307183,0.822125369915739,7,-1.08508262568714,0.849462771836976,9.73703990072963e-09,0.00202643132690317,0.511419033831038
0.182386883161962,0.390428513754159,0.0817708496470004,4,-0.486909708170166,0.906178865417487,0.0022270881009681,0.0238377894692799,0.617597532556542
0.145043096411973,0.822540739318356,0.807064151158556,4,-1.19485436056957,0.883198955698917,1.53364907127994e-09,0.0207064038182242,0.509272003077434
0.154443069454283,0.711329776793718,0.967458704253659,6,-1.14471186018351,0.861776245594867,1.38501874630722e-09,0.00418468377272467,0.522445871719583
0.208457269473001,0.846003074897453,0.969980165828019,9,-1.17188682295494,0.870150697089901,2.90577286534366e-09,0.0105591642460241,0.503737092511707
0.237530156085268,0.837720809970051,0.664869976695627,8,-1.1552598334326,0.880878015361264,3.03908491652173e-09,0.0173378266449216,0.515762756781625
0.164624088024721,0.987052651355043,0.487767677986994,6,-1.21732978537285,0.903812567803374,1.26243485836287e-09,0.0607459199248362,0.513874333499819
0.211511614732444,0.113896952476352,0.014725741231814,2,0.309420989023669,0.962426348699074,0.00268728332272999,0.159273215216597,0.813233667509675
0.219848233973607,0.800309569574893,0.123943795915693,6,-0.864666310173807,0.917398791976196,1.34882501018777e-06,0.073864410185767,0.572817954798637
0.215960258152336,0.820538348052651,0.817690795520321,6,-1.15327471380474,0.875972322415331,3.99338736224722e-09,0.0136158415834908,0.509375286514545
0.0561879653949291,0.285972093930468,0.0695035452954471,4,-0.587146628078162,0.888304555176794,0.00047440636915008,0.0109391613512073,0.581889924150412
0.199578359536827,0.695407728431746,0.404258134542033,4,-1.08489429468492,0.887791644177978,8.43377495480025e-09,0.0197770009235119,0.535612997882297
0.100488182296976,0.709574865410104,0.109180218772963,7,-0.913278453969393,0.876799875571259,3.63531663613429e-07,0.00786764907936226,0.551464555614933
0.118747576652095,0.197739932918921,0.973248449387029,1,-0.747532597122501,0.909113153578198,1.64544022105127e-05,0.0418386973838821,0.581337738087828
0.23238791693002,0.493247317150235,0.065157474251464,4,-0.401247668144838,0.907347963486774,0.00968761779802439,0.0226991759893966,0.628005402991271
0.209086519712582,0.660367504460737,0.236543443053961,8,-0.899717942484222,0.869160100342594,7.50911597099277e-07,0.00560134991785179,0.538970643536423
0.114085510093719,0.881141852820292,0.542652079137042,5,-1.17143522233915,0.878718557019157,4.35594701719988e-09,0.0179252823274667,0.500373655923169
0.208200486423448,0.740757398540154,0.4160220422782,5,-1.06699430484834,0.879590746203703,1.96051455275774e-08,0.0136625984003306,0.525115809293458
0.154776131547987,0.562454156577587,0.731525997398421,6,-0.980138592801983,0.836939484597564,1.49550571483638e-07,0.000739427032150316,0.508605426895121
0.154803043883294,0.730906319338828,0.764647770673037,8,-1.08265258917487,0.845657006481498,1.02119775389401e-08,0.00156272926516715,0.509993232629062
0.242806342383847,0.500172399217263,0.688734287163243,6,-0.945689373261184,0.854025125309459,3.60474295603877e-07,0.0024116663498437,0.519963799378207
0.176041471911594,0.681250145891681,0.64442424569279,4,-1.11276838005339,0.872308485055658,4.27629183396396e-09,0.00836941623308476,0.524596765633986
0.0973833381198347,0.149733813013881,0.431593179237098,3,-0.57371001979041,0.915260359234627,0.000528153918506916,0.0490314060017191,0.603802127736104
0.084578782459721,0.969890158157796,0.382307002088055,8,-1.17082677746894,0.874801579956068,3.89431896628226e-09,0.0143938672888704,0.501621964635396
0.243470376590267,0.948850957676768,0.725907208397985,6,-1.14198391572695,0.877364105443434,8.44117697452306e-09,0.0163100788400118,0.502257715089869
0.100369859300554,0.70262513984926,0.726633754558861,4,-1.16923636854323,0.872428033568841,9.11648688316471e-10,0.0086448915882363,0.523021602912633
0.205699681676924,0.00322276446968317,0.860430157277733,4,0.415593765016773,0.965430211012746,4.20577578283261e-05,0.186716826365258,0.820906641642038
0.0651560415513814,0.296878735534847,0.919336751103401,4,-0.857411380356316,0.869114021098004,2.36207954353454e-06,0.0053609955374167,0.53794533519088
0.216608008556068,0.725256474455819,0.523312934674323,5,-1.06993317116371,0.871066389739057,1.69893037039912e-08,0.0082213395601529,0.521062625181559
0.0818762267474085,0.0319450325332582,0.652107127942145,4,0.0381242599947093,0.936734465105367,0.754795410340508,0.0485974092413564,0.742585289176006
0.206961478060111,0.29985129693523,0.935657404595986,4,-0.852255580492564,0.881963465280033,2.59639114170448e-06,0.0118034719767455,0.545987588047397
0.201542968535796,0.377879948820919,0.117065290221944,5,-0.574132444303709,0.905086930691492,0.000477847552689796,0.0265189180195236,0.603503957546844
0.0650536843575537,0.848401222145185,0.929825220024213,8,-1.22229604626116,0.871731401198132,6.51068610014464e-10,0.0111956370894568,0.505850789831601
0.0977332613896579,0.0584606220945716,0.44747905083932,5,-0.156944690237394,0.928826899778452,0.257744756361699,0.0516739738372072,0.686400297248694
0.137258141534403,0.380828348454088,0.158749768510461,7,-0.71036693249912,0.879763138715545,4.97817545167023e-05,0.00855124367037383,0.559821555578966
0.165328969573602,0.187306788517162,0.593303272034973,4,-0.67637826834449,0.912344542484538,7.99087917564447e-05,0.048808485904323,0.587260869481742
0.170170455798507,0.894029168877751,0.164221147308126,8,-1.04038950950661,0.911547017840797,3.39932062694016e-08,0.0671640665334768,0.549447163470468
0.0965432045049965,0.313639222644269,0.0479180789552629,3,-0.411607179296101,0.907846536393073,0.00814677965998807,0.0235020104938792,0.627235783651816
0.105313472263515,0.464429511222988,0.634875424439088,7,-0.927865670296192,0.836219410255929,5.43603823118197e-07,0.000668842285810941,0.510974988713859
0.234209687169641,0.196406382601708,0.555104699218646,4,-0.672974667216181,0.917679990979463,8.09003504760965e-05,0.062972674109118,0.592270364334276
0.191729968134314,0.910105093382299,0.0451956659089774,4,-0.698661091207989,0.964556446760012,1.82564262086613e-05,0.398204942214915,0.640146842743458
0.205006793048233,0.456702505471185,0.784262437140569,7,-0.924719074706784,0.848119005559522,7.41884247970276e-07,0.0017651579241064,0.512859298748536
